ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points,rank_6m,percentile_6m,rank_1y,percentile_1y,quality_score,base_name
026284.OF,东方红嘉享A,混合型,混合型-偏股,2.7,4.15,11.57,28.18,8.2,0.34,39,327.0,93.75239555385204,681.0,86.98813624186758,67.8,东方红嘉享
017494.OF,东方红多元策略C,混合型,混合型-偏股,5.26,2.07,8.31,18.2,15.41,0.35,455,652.0,87.52395553852051,1167.0,77.68848067355529,62.3,东方红多元策略
012683.OF,东方红安盈甄选一年持有A,混合型,混合型-偏股,-0.45,-0.3,0.92,3.54,2.81,-0.31,455,2023.0,61.24952088922959,3732.0,28.60696517412935,54.6,东方红安盈甄选
023082.OF,东方红慧选成长A,混合型,混合型-偏股,0.38,-1.23,4.71,7.6,4.34,0.36,174,2707.0,48.141050210808736,1969.0,62.34213547646383,65.8,东方红慧选成长
020358.OF,东方红慧鑫甄选6个月持有A,混合型,混合型-偏股,-0.03,0.28,1.59,2.09,1.41,-0.2,455,1429.0,72.63319279417402,3313.0,36.624569460390354,60.2,东方红慧鑫甄选6个月持有
012949.OF,东方红招瑞甄选18个月持有A,混合型,混合型-偏股,-1.05,-1.56,-0.63,4.04,4.92,-0.65,455,2885.0,44.72978152548869,4413.0,15.57596632223498,47.9,东方红招瑞甄选18个月持有
019535.OF,东方红新兴成长A,混合型,混合型-偏股,0.77,1.26,6.6,15.33,9.49,0.3,277,901.0,82.75201226523572,1458.0,72.1201683888251,65.3,东方红新兴成长
017493.OF,东方红新动力C,灵活配置型,混合型-平衡,-0.34,-0.66,8.88,11.27,12.77,0.61,455,228.0,52.00845665961945,118.0,75.26427061310783,69.9,东方红新动力
910010.OF,东方红新海A,混合型,混合型-偏股,-0.63,-4.8,3.15,15.9,14.5,0.07,455,4078.0,21.866615561517825,2545.0,51.320321469575205,51.8,东方红新海
910026.OF,东方红新源三年持有A,混合型,混合型-偏股,-0.6,-4.77,3.19,15.9,14.5,0.07,455,4071.0,22.000766577232657,2528.0,51.64561806352851,51.9,东方红新源
019773.OF,东方红智享三年持有A,混合型,混合型-偏股,6.99,7.33,10.78,20.07,11.37,0.44,107,141.0,97.31697968570332,783.0,85.03635667814773,70.2,东方红智享
012839.OF,东方红智华三年持有A,混合型,混合型-偏股,-2.41,0.02,9.31,12.68,15.31,0.58,455,1672.0,67.97623610578766,989.0,81.09452736318407,67.8,东方红智华
013294.OF,东方红智选三年持有A,混合型,混合型-偏股,4.78,9.04,15.97,19.69,17.14,0.71,455,84.0,98.4093522422384,283.0,94.60390355912745,72.7,东方红智选
024429.OF,东方红核心价值A,混合型,混合型-偏股,-2.56,-1.86,5.62,9.59,4.72,0.38,232,3044.0,41.682637025680336,1697.0,67.54688097971679,68.5,东方红核心价值
011587.OF,东方红欣和平衡配置两年持有,混合型,混合型-偏股,-1.01,-1.1,2.54,6.8,7.0,0.08,440,2637.0,49.48256036795707,2824.0,45.98163030998852,53.7,东方红欣和平衡配置
018511.OF,东方红欣和积极3个月持有A,混合型,混合型-偏股,-1.45,-1.24,0.4,7.42,6.91,-0.21,440,2713.0,48.02606362591031,4070.0,22.13930348258707,55.2,东方红欣和积极3个月持有
020909.OF,东方红欣和稳健3个月持有A,混合型,混合型-偏股,-0.23,-0.08,-0.06,0.76,0.56,-2.71,440,1799.0,65.54235339210426,4251.0,18.6758515116724,43.2,东方红欣和稳健3个月持有
021645.OF,东方红欣悦稳健配置3个月持有A,混合型,混合型-偏股,,0.39,0.57,1.01,0.89,-1.42,440,1338.0,74.37715599846683,3969.0,24.07194795254497,47.0,东方红欣悦稳健配置3个月持有
014291.OF,东方红民享甄选一年持有,混合型,混合型-偏股,-0.99,-1.49,-0.37,3.9,4.94,-0.61,455,2853.0,45.34304331161364,4339.0,16.99196326061998,48.4,东方红民享甄选
024044.OF,东方红港股通价值优选A,混合型,混合型-偏股,-4.56,-4.95,3.38,12.46,8.57,0.11,291,4143.0,20.62092755845152,2445.0,53.233830845771145,57.2,东方红港股通价值优选
024048.OF,东方红盈丰稳健配置6个月持有A,混合型,混合型-偏股,-0.17,0.36,0.55,2.27,1.17,-0.64,118,1365.0,73.85971636642392,3979.0,23.88059701492537,50.7,东方红盈丰稳健配置6个月持有
018949.OF,东方红睿华沪港深C,灵活配置型,混合型-平衡,0.35,0.9,7.03,15.32,11.92,0.33,455,122.0,74.4186046511628,155.0,67.44186046511628,63.2,东方红睿华沪港深
169109.OF,东方红睿和三年持有A,混合型,混合型-偏股,-2.2,-1.59,8.76,18.09,19.01,0.37,455,2897.0,44.49980835569184,1078.0,79.3915040183697,59.9,东方红睿和
501049.OF,东方红睿玺三年持有A,混合型,混合型-偏股,2.13,4.39,11.55,9.07,6.63,1.05,628,313.0,94.02069758528172,689.0,86.83505549177191,86.8,东方红睿玺
025428.OF,东方红研究精选A,混合型,混合型-偏股,6.43,3.86,12.21,12.9,5.38,0.79,119,361.0,93.1008049060943,593.0,88.67202449292002,84.1,东方红研究精选
021650.OF,东方红红利量化选股A,混合型,混合型-偏股,-0.37,1.18,3.82,8.78,7.02,0.21,455,934.0,82.11958604829437,2283.0,56.33371603520858,59.8,东方红红利量化选股
010714.OF,东方红远见价值A,混合型,混合型-偏股,-0.65,-2.91,8.03,13.77,16.18,0.44,455,3511.0,32.73284783441932,1211.0,76.84653654802909,63.2,东方红远见价值
021857.OF,东方红远见精选A,混合型,混合型-偏股,-0.26,-2.77,8.87,10.76,6.86,0.64,424,3452.0,33.8635492525872,1054.0,79.8507462686567,76.2,东方红远见精选
019008.OF,东方红远见领航A,混合型,混合型-偏股,0.16,-2.24,9.43,13.73,15.99,0.54,455,3219.0,38.32886163280951,974.0,81.38155376961348,66.5,东方红远见领航
020803.OF,东方红量化选股A,混合型,混合型-偏股,0.49,-0.12,9.55,11.95,12.29,0.63,455,1839.0,64.77577615944806,951.0,81.82166092613853,72.0,东方红量化选股
012088.OF,东方红锦和甄选18个月持有A,混合型,混合型-偏股,-0.55,-0.61,0.05,2.62,2.31,-0.74,455,2311.0,55.730164814105024,4216.0,19.345579793340985,46.9,东方红锦和甄选18个月持有
014573.OF,东方红锦弘甄选两年持有,混合型,混合型-偏股,-1.28,-1.78,-0.5,5.7,7.17,-0.44,455,3006.0,42.41088539670371,4381.0,16.188289322617678,50.9,东方红锦弘甄选
016832.OF,东方红锦惠甄选18个月持有A,混合型,混合型-偏股,1.06,0.92,2.94,3.55,2.06,0.26,455,1042.0,80.04982752012265,2646.0,49.387676999617305,61.5,东方红锦惠甄选18个月持有
020562.OF,东方红领先精选C,灵活配置型,混合型-平衡,-0.55,-0.85,0.74,3.22,3.08,-0.39,455,239.0,49.682875264270606,353.0,25.58139534883721,52.7,东方红领先精选
017674.OF,东方红颐和平衡养老目标三年持有Y,混合型,混合型-偏股,-1.85,-1.59,1.17,6.73,6.25,-0.12,440,2899.0,44.46147949405904,3567.0,31.764255644852657,57.9,东方红颐和平衡养老目标
017675.OF,东方红颐和积极养老目标五年持有Y,混合型,混合型-偏股,-2.72,-2.49,0.94,9.18,8.89,-0.12,440,3327.0,36.25910310463779,3712.0,28.98966704936854,58.3,东方红颐和积极养老目标五年持有
017673.OF,东方红颐和稳健养老目标两年持有Y,混合型,混合型-偏股,-0.17,0.42,0.59,1.76,1.55,-0.8,440,1307.0,74.9712533537754,3952.0,24.397244546498275,48.4,东方红颐和稳健养老目标
019904.OF,东方红颐安稳健养老一年持有Y,混合型,混合型-偏股,-0.04,0.29,0.46,1.05,1.18,-1.46,440,1418.0,72.84400153315447,4029.0,22.923842326827405,45.9,东方红颐安稳健养老
014724.OF,东方量化多策略C,混合型,混合型-偏股,0.28,-1.3,12.97,13.78,12.97,0.8,455,2753.0,47.25948639325412,514.0,90.1836969001148,77.3,东方量化多策略
020126.OF,东方量化成长C,灵活配置型,混合型-平衡,0.26,-1.36,11.81,15.67,17.04,0.63,455,268.0,43.551797040169134,69.0,85.62367864693447,68.6,东方量化成长
011458.OF,东方鑫享价值成长一年持有A,混合型,混合型-偏股,2.96,3.66,10.87,9.98,7.51,0.89,455,382.0,92.6983518589498,771.0,85.26597780329124,82.8,东方鑫享价值成长
011704.OF,东方阿尔法产业先锋A,混合型,混合型-偏股,-4.56,-10.0,4.41,24.91,17.74,0.1,455,4946.0,5.2318896128784935,2075.0,60.31381553769614,49.0,东方阿尔法产业先锋
024357.OF,东方阿尔法健康产业A,混合型,混合型-偏股,-7.19,-9.64,-10.98,26.64,35.63,-0.49,320,4903.0,6.055960137983907,5188.0,0.7462686567164201,30.5,东方阿尔法健康产业
015900.OF,东方阿尔法兴科一年持有A,混合型,混合型-偏股,-1.74,0.33,5.33,12.1,14.82,0.28,455,1383.0,73.51475661172864,1799.0,65.59510141599694,58.6,东方阿尔法兴科
014841.OF,东方阿尔法医疗健康A,混合型,混合型-偏股,-7.5,-8.66,-10.5,25.68,32.3,-0.49,455,4788.0,8.259869681870446,5184.0,0.82280903176426,31.8,东方阿尔法医疗健康
011184.OF,东方阿尔法招阳A,混合型,混合型-偏股,4.56,-3.96,14.16,23.49,22.08,0.52,455,3867.0,25.91031046377923,413.0,92.11634137007272,61.6,东方阿尔法招阳
018362.OF,东方阿尔法瑞丰A,混合型,混合型-偏股,-5.76,-10.86,20.43,29.68,24.5,0.62,455,5030.0,3.622077424300496,129.0,97.5507079984692,60.5,东方阿尔法瑞丰
025777.OF,东方阿尔法瑞享A,混合型,混合型-偏股,3.91,-4.64,3.66,34.55,14.1,0.05,146,4043.0,22.537370640091996,2345.0,55.14734022196709,46.6,东方阿尔法瑞享
024423.OF,东方阿尔法科技优选A,混合型,混合型-偏股,-1.58,-8.42,5.7,25.37,16.18,0.15,328,4751.0,8.968953622077425,1672.0,68.02525832376578,52.6,东方阿尔法科技优选
025499.OF,东方阿尔法科技智选A,混合型,混合型-偏股,2.51,-10.41,15.58,38.61,23.29,0.35,192,4987.0,4.446147949405899,306.0,94.16379640260236,52.8,东方阿尔法科技智选
025793.OF,东方阿尔法科技甄选C,混合型,混合型-偏股,17.32,15.22,32.88,34.04,15.19,0.91,130,31.0,99.42506707550784,17.0,99.69383849980863,78.5,东方阿尔法科技甄选
014699.OF,东方高端制造A,混合型,混合型-偏股,-11.34,-16.02,5.22,26.8,24.9,0.12,455,5186.0,0.6324262169413619,1839.0,64.82969766551857,43.6,东方高端制造
024680.OF,东海产业优选D,混合型,混合型-偏股,-2.15,-4.11,4.47,11.7,8.44,0.21,239,3920.0,24.894595630509777,2055.0,60.69651741293532,61.0,东海产业优选
024683.OF,东海价值臻选A,混合型,混合型-偏股,-3.84,-1.94,-3.28,7.94,8.08,-0.66,188,3087.0,40.85856650057493,4793.0,8.304630692690395,48.6,东海价值臻选
023244.OF,东海启元添益6个月持有A,混合型,混合型-偏股,1.02,1.17,4.0,3.49,3.17,0.57,401,938.0,82.04292832502875,2224.0,57.46268656716418,68.1,东海启元添益6个月持有
025355.OF,东海启恒A,混合型,混合型-偏股,1.05,1.47,5.12,6.44,1.6,0.49,90,821.0,84.2851667305481,1861.0,64.40872560275545,72.7,东海启恒
012287.OF,东海启航6个月持有A,混合型,混合型-偏股,1.25,1.08,8.35,7.58,6.13,0.84,454,979.0,81.25718666155615,1159.0,77.84156142365097,79.1,东海启航6个月持有
018886.OF,东海数字经济A,混合型,混合型-偏股,-3.38,-7.86,1.52,17.4,19.23,-0.03,454,4671.0,10.502108087389804,3355.0,35.820895522388064,53.5,东海数字经济
019551.OF,东海消费臻选A,混合型,混合型-偏股,-5.17,-5.88,-2.61,12.15,14.24,-0.38,454,4346.0,16.730548102721354,4719.0,9.720627631075397,49.5,东海消费臻选
022519.OF,东海祥龙C,灵活配置型,混合型-平衡,-2.96,-1.24,-1.95,5.82,5.13,-0.68,454,265.0,44.18604651162791,421.0,11.205073995771675,47.8,东海祥龙
022346.OF,东海美丽中国C,灵活配置型,混合型-平衡,0.4,1.42,1.05,3.99,6.81,-0.24,454,99.0,79.28118393234672,338.0,28.75264270613108,54.7,东海美丽中国
025987.OF,东海领航精选3个月持有D,混合型,混合型-偏股,-1.48,-1.27,-0.64,4.93,1.62,-0.54,43,2731.0,47.68110387121502,4417.0,15.49942594718714,49.4,东海领航精选3个月持有
018190.OF,东财产业智选A,混合型,混合型-偏股,-0.35,2.13,3.5,8.6,7.69,0.17,455,637.0,87.81142200076658,2404.0,54.01836969001148,58.1,东财产业智选
018096.OF,东财价值启航A,混合型,混合型-偏股,-8.25,-13.31,-15.88,24.36,22.18,-0.73,455,5130.0,1.705634342660023,5221.0,0.1148105625717543,36.4,东财价值启航
019115.OF,东财卓越成长A,混合型,混合型-偏股,-12.45,-7.38,20.22,24.2,20.08,0.75,455,4600.0,11.862782675354543,137.0,97.39762724837352,70.0,东财卓越成长
025368.OF,东财启和A,混合型,混合型-偏股,0.03,0.16,0.17,0.25,0.03,-7.35,31,1538.0,70.54426983518589,4162.0,20.3788748564868,44.0,东财启和
015237.OF,东财均衡配置三个月持有A,混合型,混合型-偏股,-2.0,-1.92,2.08,9.44,6.77,0.01,440,3070.0,41.184361824453816,3007.0,42.479908151549935,52.8,东财均衡配置
019114.OF,东财慧心优选C,混合型,混合型-偏股,-5.53,-11.02,2.99,25.19,23.28,0.04,455,5044.0,3.353775392870828,2614.0,50.0,41.4,东财慧心优选
017981.OF,东财成长优选A,混合型,混合型-偏股,1.23,-4.51,2.96,19.58,17.06,0.05,455,4015.0,23.07397470295133,2633.0,49.63643321852277,49.0,东财成长优选
015096.OF,东财数字经济优选A,混合型,混合型-偏股,2.54,1.71,-3.68,28.4,20.04,-0.2,455,750.0,85.64584131851284,4820.0,7.787983161117484,42.4,东财数字经济优选
017857.OF,东财时代优选A,混合型,混合型-偏股,0.53,2.63,15.28,21.84,17.99,0.61,447,544.0,89.59371406669221,323.0,93.83849980864906,68.6,东财时代优选
018188.OF,东财景气成长A,混合型,混合型-偏股,1.63,-4.4,4.1,15.32,17.4,0.14,455,3986.0,23.62974319662706,2190.0,58.1132797550708,52.1,东财景气成长
019143.OF,东财景气驱动A,混合型,混合型-偏股,1.24,-13.69,29.69,24.85,17.38,1.11,455,5138.0,1.5523188961287904,26.0,99.52162265595102,81.6,东财景气驱动
016177.OF,东财稳健配置六个月持有A,混合型,混合型-偏股,-0.19,-0.07,0.75,2.71,3.79,-0.46,440,1776.0,65.98313530088156,3847.0,26.406429391504016,51.7,东财稳健配置
018088.OF,东财远见成长A,混合型,混合型-偏股,-7.73,-13.73,5.52,22.17,18.75,0.16,455,5139.0,1.5331544653123808,1725.0,67.01109835438194,52.1,东财远见成长
016256.OF,中信保诚中小盘C,混合型,混合型-偏股,0.14,-3.97,13.1,20.51,23.7,0.54,455,3871.0,25.833652740513603,503.0,90.39418293149636,61.6,中信保诚中小盘
011525.OF,中信保诚丰裕一年持有A,混合型,混合型-偏股,0.5,1.28,1.81,1.24,1.49,-0.15,455,893.0,82.90532771176696,3177.0,39.22694221201684,61.1,中信保诚丰裕
019220.OF,中信保诚先进制造C,混合型,混合型-偏股,-1.55,-4.12,17.34,22.04,26.36,0.7,455,3925.0,24.798773476427748,226.0,95.69460390355913,63.4,中信保诚先进制造
020969.OF,中信保诚全球商品主题C,混合型,混合型-偏股,-0.1,1.62,9.59,15.9,11.47,0.48,444,770.0,85.26255270218475,948.0,81.87906620742442,70.0,中信保诚全球商品主题
016258.OF,中信保诚创新成长C,灵活配置型,混合型-平衡,-2.31,-3.58,5.67,15.37,14.55,0.24,455,345.0,27.27272727272727,187.0,60.676532769556026,57.4,中信保诚创新成长
013610.OF,中信保诚前瞻优势,混合型,混合型-偏股,-2.85,-3.75,5.86,15.02,13.78,0.26,455,3807.0,27.060176312763502,1623.0,68.96287791810181,59.8,中信保诚前瞻优势
022269.OF,中信保诚周期优选A,混合型,混合型-偏股,4.62,5.55,25.48,18.49,11.45,1.27,455,227.0,95.66883863549252,60.0,98.8710294680444,91.4,中信保诚周期优选
014335.OF,中信保诚周期轮动C,混合型,混合型-偏股,0.44,-3.7,14.25,19.93,22.44,0.61,455,3783.0,27.520122652357227,407.0,92.23115193264448,64.9,中信保诚周期轮动
018932.OF,中信保诚四季红C,混合型,混合型-偏股,1.01,4.44,5.59,8.27,5.77,0.43,455,310.0,94.07819087773092,1706.0,67.37466513585917,67.7,中信保诚四季红
020768.OF,中信保诚国企红利量化选股A,股票型,主动股票型,1.23,4.24,4.95,8.64,6.09,0.34,455,47.0,92.04152249134948,304.0,47.57785467128027,62.3,中信保诚国企红利量化选股
018561.OF,中信保诚多策略C,灵活配置型,混合型-平衡,0.06,2.02,12.45,10.79,7.37,0.97,455,82.0,82.87526427061312,63.0,86.89217758985201,85.9,中信保诚多策略
022590.OF,中信保诚幸福消费C,混合型,混合型-偏股,-6.35,-7.29,-4.97,12.2,13.07,-0.57,455,4590.0,12.054426983518583,4939.0,5.510907003444321,47.8,中信保诚幸福消费
013141.OF,中信保诚弘远A,混合型,混合型-偏股,-0.98,-0.78,3.33,9.53,6.23,0.14,455,2422.0,53.6029129934841,2459.0,52.96593953310372,58.2,中信保诚弘远
014282.OF,中信保诚成长动力C,混合型,混合型-偏股,1.69,-4.12,1.71,27.71,18.81,-0.01,455,3926.0,24.779609045611352,3237.0,38.07883658629927,50.6,中信保诚成长动力
013526.OF,中信保诚新兴产业C,混合型,混合型-偏股,0.22,-3.14,15.81,17.92,19.95,0.77,455,3611.0,30.816404752778848,292.0,94.4316877152698,71.1,中信保诚新兴产业
020151.OF,中信保诚景气优选A,混合型,混合型-偏股,0.48,3.07,14.63,11.3,7.97,1.12,455,470.0,91.01188194710616,387.0,92.61385380788366,89.3,中信保诚景气优选
025854.OF,中信保诚消费机遇A,混合型,混合型-偏股,-7.64,-5.64,-2.3,10.05,9.12,-0.43,118,4288.0,17.842085090072825,4680.0,10.466896287791805,52.3,中信保诚消费机遇
019349.OF,中信保诚瑞丰6个月A,混合型,混合型-偏股,0.36,0.33,2.78,2.09,1.89,0.37,455,1385.0,73.47642775009582,2720.0,47.97168006123231,63.0,中信保诚瑞丰6个月
011713.OF,中信保诚盛裕一年持有A,混合型,混合型-偏股,-0.06,0.39,2.48,3.41,3.07,0.14,455,1340.0,74.33882713683404,2847.0,45.54152315346344,55.4,中信保诚盛裕
016254.OF,中信保诚精萃成长C,混合型,混合型-偏股,-1.83,-1.55,5.6,14.77,13.56,0.24,455,2882.0,44.78727481793791,1701.0,67.47034060466896,59.3,中信保诚精萃成长
021983.OF,中信保诚红利领航量化选股A,股票型,主动股票型,0.72,3.24,4.81,8.72,7.02,0.32,455,77.0,86.85121107266436,309.0,46.71280276816609,61.2,中信保诚红利领航量化选股
014677.OF,中信保诚至远动力E,灵活配置型,混合型-平衡,-0.3,-2.88,6.22,15.99,15.35,0.26,455,328.0,30.866807610993664,172.0,63.8477801268499,57.8,中信保诚至远动力
022006.OF,中信保诚至选E,灵活配置型,混合型-平衡,-0.12,0.1,1.11,2.04,1.38,-0.44,455,174.0,63.42494714587738,335.0,29.38689217758985,55.0,中信保诚至选
018618.OF,中信保诚远见成长A,混合型,混合型-偏股,-4.83,-5.44,1.26,14.65,13.0,-0.05,455,4252.0,18.53200459946339,3505.0,32.95063145809415,57.7,中信保诚远见成长
011295.OF,中信保诚量化阿尔法C,股票型,主动股票型,-1.56,-1.71,0.77,10.24,9.88,-0.12,455,249.0,57.09342560553633,423.0,26.989619377162636,58.2,中信保诚量化阿尔法
015937.OF,中信保诚鼎利C,灵活配置型,混合型-平衡,2.75,-3.56,1.08,28.64,19.26,-0.03,455,343.0,27.695560253699792,337.0,28.96405919661733,48.1,中信保诚鼎利
011284.OF,中信保诚龙腾精选,混合型,混合型-偏股,1.83,1.06,11.97,13.0,10.95,0.77,455,986.0,81.12303564584131,627.0,88.0214313050134,78.4,中信保诚龙腾精选
025231.OF,中信建投价值增长A,混合型,混合型-偏股,2.05,0.79,7.73,10.17,6.07,0.56,181,1104.0,78.86163280950555,1251.0,76.08113279755071,74.0,中信建投价值增长
013851.OF,中信建投低碳成长A,混合型,混合型-偏股,-2.06,-7.83,5.89,22.39,18.47,0.17,455,4663.0,10.655423533921038,1614.0,69.13509376195944,52.8,中信建投低碳成长
016303.OF,中信建投北交所精选两年定开A,混合型,混合型-偏股,-2.41,-8.0,-1.11,21.91,18.99,-0.14,455,4688.0,10.17631276351092,4512.0,13.681592039800991,48.0,中信建投北交所精选两年定开
014016.OF,中信建投品质优选一年持有A,混合型,混合型-偏股,-2.47,-5.94,6.54,14.09,14.39,0.32,455,4354.0,16.577232656190112,1473.0,71.83314198239572,61.2,中信建投品质优选
018979.OF,中信建投民享稳健养老目标一年持有,混合型,混合型-偏股,-0.61,-0.41,3.05,4.51,3.69,0.23,440,2106.0,59.65887313146799,2588.0,50.49751243781094,58.6,中信建投民享稳健养老目标
018975.OF,中信建投消费升级A,混合型,混合型-偏股,-7.58,-8.19,-10.09,10.95,20.42,-1.1,455,4718.0,9.601379839018788,5177.0,0.9567546880979716,37.3,中信建投消费升级
