ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
017789.OF,建信睿享纯债C,债券型,债券型-主动,0.23,0.46,0.71,0.25,0.14,-5.09,455
017593.OF,汇添富添添乐双盈C,债券型,债券型-主动,0.15,0.39,1.27,1.93,1.12,-0.38,455
017592.OF,汇添富添添乐双盈A,债券型,债券型-主动,0.17,0.42,1.34,1.94,1.11,-0.34,455
013406.OF,中航瑞旭3个月定开C,债券型,债券型-主动,0.13,0.35,0.44,1.24,2.04,-1.25,455
013405.OF,中航瑞旭3个月定开A,债券型,债券型-主动,0.13,0.36,0.46,1.25,2.04,-1.23,455
016031.OF,民生加银瑞华绿债一年定开,债券型,债券型-主动,0.12,0.27,0.35,3.51,6.04,-0.47,455
017671.OF,浦银安盛普旭3个月定开,债券型,债券型-主动,0.16,0.34,0.43,0.68,0.65,-2.31,455
017729.OF,景顺长城景泰裕利纯债C,债券型,债券型-主动,0.1,0.27,0.58,0.8,0.93,-1.77,455
017149.OF,天弘稳健回报A,债券型,债券型-主动,-0.34,-0.24,0.72,1.74,1.35,-0.74,454
017150.OF,天弘稳健回报C,债券型,债券型-主动,-0.35,-0.25,0.7,1.74,1.35,-0.75,454
015803.OF,鹏华稳健恒利C,债券型,债券型-主动,0.03,0.68,1.42,1.84,1.23,-0.31,455
013380.OF,景顺长城景泰纯利C,债券型,债券型-主动,0.11,0.39,1.1,0.66,0.68,-1.36,455
015802.OF,鹏华稳健恒利A,债券型,债券型-主动,0.05,0.71,1.49,1.84,1.22,-0.28,455
017460.OF,汇添富丰和纯债C,债券型,债券型-主动,-0.16,0.3,-0.03,3.93,10.24,-0.52,455
017806.OF,中加恒泰三个月定开C,债券型,债券型-主动,0.6,0.7,-2.51,5.61,3.87,-0.8,112
016419.OF,国泰安璟A,债券型,债券型-主动,-0.49,-0.57,0.56,3.28,4.03,-0.44,455
017459.OF,汇添富丰和纯债A,债券型,债券型-主动,-0.14,0.33,0.03,3.93,10.07,-0.5,455
016420.OF,国泰安璟C,债券型,债券型-主动,-0.5,-0.58,0.54,3.28,4.04,-0.45,455
017771.OF,华夏聚利C,债券型,债券型-主动,-1.61,-4.73,1.8,7.83,5.33,-0.03,455
016806.OF,华宝安融六个月持有A,债券型,债券型-主动,-0.54,-0.9,0.06,1.84,1.95,-1.05,455
016807.OF,华宝安融六个月持有C,债券型,债券型-主动,-0.58,-0.96,-0.03,1.85,1.99,-1.1,455
016984.OF,华泰柏瑞安盛一年持有C,债券型,债券型-主动,-0.1,-0.18,1.56,1.96,2.1,-0.23,455
016983.OF,华泰柏瑞安盛一年持有A,债券型,债券型-主动,-0.08,-0.15,1.61,1.96,2.1,-0.2,455
016889.OF,鹏华稳健增利A,债券型,债券型-主动,0.14,-0.25,1.35,1.48,1.24,-0.44,455
017763.OF,银河领先债券C,债券型,债券型-主动,-0.05,,0.84,0.84,0.6,-1.37,455
016890.OF,鹏华稳健增利C,债券型,债券型-主动,0.12,-0.26,1.31,1.48,1.24,-0.46,455
017555.OF,融通增享纯债C,债券型,债券型-主动,0.17,0.35,0.57,1.66,2.24,-0.86,454
017306.OF,国寿安保超短债C,债券型,债券型-主动,0.11,0.21,0.32,0.13,0.07,-12.48,455
017305.OF,国寿安保超短债A,债券型,债券型-主动,0.12,0.22,0.35,0.14,0.07,-11.76,455
017687.OF,永赢昭利A,债券型,债券型-主动,0.15,0.36,0.64,0.66,0.68,-2.05,455
017688.OF,永赢昭利C,债券型,债券型-主动,,,0.14,0.69,0.73,-2.71,455
017433.OF,交银稳安60天滚动C,债券型,债券型-主动,0.1,0.19,0.34,0.14,0.05,-11.86,455
017432.OF,交银稳安60天滚动A,债券型,债券型-主动,0.12,0.21,0.39,0.15,0.05,-11.01,455
016636.OF,汇添富稳安三个月持有B,债券型,债券型-主动,0.18,0.3,0.91,0.66,0.68,-1.65,455
017328.OF,永赢季季享90天持有中短债A,债券型,债券型-主动,0.16,0.28,0.47,0.18,0.08,-8.39,455
017329.OF,永赢季季享90天持有中短债C,债券型,债券型-主动,0.14,0.24,0.42,0.18,0.09,-8.88,455
016797.OF,嘉实双利A,债券型,债券型-主动,0.04,-0.03,1.72,2.55,1.77,-0.11,455
016800.OF,建信鑫和30天持有C,债券型,债券型-主动,0.21,0.44,0.69,0.49,0.67,-2.66,455
016689.OF,中银淳享一年定开,债券型,债券型-主动,0.26,0.65,1.04,3.09,2.62,-0.31,112
016799.OF,建信鑫和30天持有A,债券型,债券型-主动,0.22,0.45,0.71,0.49,0.65,-2.65,455
016798.OF,嘉实双利C,债券型,债券型-主动,0.04,-0.05,1.67,2.53,1.78,-0.13,455
017677.OF,中加丰尚纯债C,债券型,债券型-主动,0.16,0.31,0.56,1.1,2.35,-1.31,455
007156.OF,京管泰富京元一年定开,债券型,债券型-主动,0.34,0.51,0.44,1.77,1.19,-0.88,138
017440.OF,英大安旸纯债A,债券型,债券型-主动,0.19,0.35,0.52,0.7,0.49,-2.11,455
016514.OF,创金合信信用红利E,债券型,债券型-主动,0.23,0.54,0.93,4.89,10.68,-0.22,455
017441.OF,英大安旸纯债C,债券型,债券型-主动,0.17,0.32,0.45,0.71,0.56,-2.19,455
017678.OF,中加颐合纯债C,债券型,债券型-主动,0.12,0.27,0.51,0.63,0.88,-2.38,455
016986.OF,淳厚瑞和A,债券型,债券型-主动,0.06,0.1,0.18,0.11,0.05,-17.17,455
017438.OF,博时安悦短债A,债券型,债券型-主动,0.12,0.2,0.35,0.17,0.08,-9.62,455
017439.OF,博时安悦短债C,债券型,债券型-主动,0.1,0.18,0.3,0.17,0.08,-10.18,455
016987.OF,淳厚瑞和C,债券型,债券型-主动,0.05,0.07,0.12,0.1,0.04,-19.67,455
017127.OF,工银瑞信瑞嘉一年定开A,债券型,债券型-主动,0.08,0.25,0.26,0.81,0.61,-2.14,455
017187.OF,国新国证鑫裕央企债六个月定开,债券型,债券型-主动,0.14,0.29,0.4,1.81,2.84,-0.88,455
017473.OF,中信建投景荣A,债券型,债券型-主动,0.2,0.41,0.71,2.15,4.55,-0.6,455
017474.OF,中信建投景荣C,债券型,债券型-主动,0.17,0.38,0.65,2.17,4.7,-0.62,455
017447.OF,民生加银恒宁,债券型,债券型-主动,0.16,0.41,0.54,1.02,1.26,-1.44,455
017128.OF,工银瑞信瑞嘉一年定开C,债券型,债券型-主动,0.08,0.23,0.22,0.82,0.62,-2.19,455
017018.OF,农银汇理瑞泽添利C,债券型,债券型-主动,-0.11,-0.21,1.29,2.2,1.75,-0.33,455
017017.OF,农银汇理瑞泽添利A,债券型,债券型-主动,-0.08,-0.16,1.37,2.2,1.71,-0.29,455
017105.OF,光大荣利纯债A,债券型,债券型-主动,0.05,0.13,-0.19,1.44,2.64,-1.52,455
016720.OF,富国稳健双盈C,债券型,债券型-主动,0.92,0.56,1.58,3.71,3.23,-0.11,455
017444.OF,嘉实30天持有中短债C,债券型,债券型-主动,0.09,0.18,0.34,0.13,0.05,-12.56,455
016881.OF,山证资管裕景30天持有A,债券型,债券型-主动,0.19,0.39,0.67,0.24,0.1,-5.45,455
017443.OF,嘉实30天持有中短债A,债券型,债券型-主动,0.11,0.2,0.38,0.14,0.05,-11.88,455
016882.OF,山证资管裕景30天持有C,债券型,债券型-主动,0.18,0.38,0.63,0.24,0.11,-5.73,455
016576.OF,民生加银瑞丰一年定开,债券型,债券型-主动,0.24,0.36,0.44,1.35,2.04,-1.16,455
016885.OF,山证资管裕泽A,债券型,债券型-主动,-0.02,2.1,-2.87,3.89,5.17,-1.25,455
017106.OF,光大荣利纯债C,债券型,债券型-主动,0.04,0.16,-0.18,1.44,2.71,-1.51,455
016673.OF,华安鼎津一年定开,债券型,债券型-主动,0.24,0.49,0.6,0.77,0.97,-1.82,455
016719.OF,富国稳健双盈A,债券型,债券型-主动,0.92,0.56,1.58,3.71,3.22,-0.11,455
016886.OF,山证资管裕泽C,债券型,债券型-主动,,,,0.0,0.0,0.0,455
015584.OF,招商安悦1年持有C,债券型,债券型-主动,1.48,1.67,6.18,3.58,2.07,1.17,455
016657.OF,汇丰晋信丰宁三个月定开C,债券型,债券型-主动,0.13,0.29,-0.32,1.99,3.87,-1.16,455
015930.OF,蜂巢丰裕C,债券型,债券型-主动,0.13,0.26,0.49,0.58,0.6,-2.62,455
017621.OF,易方达富惠C,债券型,债券型-主动,0.18,-0.18,0.06,0.88,1.14,-2.2,455
016790.OF,招商鑫利中短债A,债券型,债券型-主动,0.15,0.27,0.4,0.16,0.05,-10.21,455
016089.OF,金鹰添悦60天滚动C,债券型,债券型-主动,0.14,0.26,0.34,0.66,0.34,-2.53,455
016791.OF,招商鑫利中短债C,债券型,债券型-主动,0.12,0.24,0.36,0.15,0.06,-10.87,455
015583.OF,招商安悦1年持有A,债券型,债券型-主动,1.51,1.72,6.26,3.58,2.04,1.19,455
016088.OF,金鹰添悦60天滚动A,债券型,债券型-主动,0.15,0.29,0.37,0.66,0.33,-2.48,455
015929.OF,蜂巢丰裕A,债券型,债券型-主动,0.15,0.3,0.55,1.96,3.12,-0.74,455
016656.OF,汇丰晋信丰宁三个月定开A,债券型,债券型-主动,0.13,0.3,-0.31,1.99,3.8,-1.16,455
016431.OF,中海丰盈三个月定开,债券型,债券型-主动,0.16,0.3,0.07,2.31,5.05,-0.83,455
017583.OF,鑫元恒鑫收益增强D,债券型,债券型-主动,-0.17,-0.19,1.96,3.66,2.45,-0.01,455
016692.OF,华安众盈中短债C,债券型,债券型-主动,0.1,0.16,0.25,0.12,0.04,-15.05,455
008859.OF,人保安和一年定开,债券型,债券型-主动,0.09,0.05,0.29,0.99,0.63,-1.74,247
017613.OF,兴银合丰政策性金融债C,债券型,债券型-主动,0.11,0.25,0.34,0.76,1.17,-2.2,455
016691.OF,华安众盈中短债A,债券型,债券型-主动,0.11,0.18,0.29,0.13,0.04,-13.65,455
016802.OF,创金合信怡久回报C,债券型,债券型-主动,-0.16,-0.32,0.43,1.28,0.95,-1.22,455
016904.OF,华夏安益短债A,债券型,债券型-主动,0.14,0.24,0.41,0.5,0.16,-3.17,455
016905.OF,华夏安益短债C,债券型,债券型-主动,0.13,0.24,0.39,0.49,0.15,-3.26,455
016801.OF,创金合信怡久回报A,债券型,债券型-主动,-0.14,-0.28,0.5,1.28,0.93,-1.17,455
016993.OF,长江惠盈9个月持有A,债券型,债券型-主动,0.67,0.73,2.37,2.25,1.7,0.16,455
016451.OF,博远增睿纯债A,债券型,债券型-主动,0.05,0.12,0.19,3.41,4.4,-0.53,455
016994.OF,长江惠盈9个月持有C,债券型,债券型-主动,0.65,0.69,2.29,2.24,1.72,0.13,455
008432.OF,人保安睿一年定开,债券型,债券型-主动,0.15,0.31,0.4,1.12,1.33,-1.43,431
017180.OF,鑫元璟丰A,债券型,债券型-主动,0.11,0.04,-0.27,0.4,0.56,-5.67,455
016744.OF,长城永利C,债券型,债券型-主动,0.17,0.3,0.16,0.72,0.78,-2.56,455
016743.OF,长城永利A,债券型,债券型-主动,0.17,0.3,0.16,0.72,0.77,-2.57,455
015958.OF,财通资管双安C,债券型,债券型-主动,-0.02,-0.01,0.85,1.0,0.71,-1.15,455
016967.OF,南方旺元60天滚动持有E,债券型,债券型-主动,0.13,0.23,0.42,0.76,0.93,-2.09,455
017101.OF,华宝宝通30天持有C,债券型,债券型-主动,0.11,0.19,0.32,0.14,0.04,-12.25,455
015957.OF,财通资管双安A,债券型,债券型-主动,0.01,0.04,0.93,1.0,0.71,-1.07,455
017586.OF,华润元大润丰纯债D,债券型,债券型-主动,0.13,0.33,0.39,0.61,0.64,-2.65,455
017585.OF,华润元大润泽D,债券型,债券型-主动,-0.02,0.12,0.14,0.54,0.4,-3.45,455
016506.OF,太平绿色纯债一年定开,债券型,债券型-主动,0.05,0.14,0.19,0.32,0.25,-5.73,455
017314.OF,国泰利享安益短债A,债券型,债券型-主动,0.13,0.22,0.36,0.13,0.04,-12.62,455
017315.OF,国泰利享安益短债C,债券型,债券型-主动,0.12,0.2,0.32,0.12,0.04,-13.64,455
017100.OF,华宝宝通30天持有A,债券型,债券型-主动,0.13,0.2,0.36,0.14,0.04,-11.39,455
017307.OF,招商鑫嘉中短债A,债券型,债券型-主动,0.14,0.25,0.4,0.18,0.06,-9.14,455
017124.OF,景顺长城景泰臻利纯债C,债券型,债券型-主动,0.15,0.39,0.75,0.71,1.08,-1.77,455
017123.OF,景顺长城景泰臻利纯债A,债券型,债券型-主动,0.15,0.4,0.77,0.71,1.05,-1.74,455
016203.OF,嘉合胶东经济圈中高等级信用债一年定开,债券型,债券型-主动,0.11,0.47,1.01,0.86,0.27,-1.15,112
017308.OF,招商鑫嘉中短债C,债券型,债券型-主动,0.13,0.23,0.35,0.17,0.06,-9.55,455
016011.OF,西部利得沣享A,债券型,债券型-主动,0.17,0.37,0.45,2.38,3.51,-0.65,455
017152.OF,汇添富鑫悦纯债A,债券型,债券型-主动,0.11,0.22,0.28,0.23,0.14,-7.56,455
017153.OF,汇添富鑫悦纯债C,债券型,债券型-主动,0.1,0.2,0.22,0.22,0.16,-8.08,455
016838.OF,国新国证鑫颐中短债A,债券型,债券型-主动,0.13,0.2,0.41,0.26,0.11,-6.22,455
016839.OF,国新国证鑫颐中短债C,债券型,债券型-主动,0.11,0.17,0.36,0.25,0.1,-6.59,455
016012.OF,西部利得沣享C,债券型,债券型-主动,0.16,0.34,0.44,2.28,3.42,-0.68,455
017311.OF,大成景宁一年定开,债券型,债券型-主动,0.13,0.29,0.45,1.46,2.12,-1.06,455
017544.OF,浙商惠裕纯债C,债券型,债券型-主动,0.13,0.3,0.45,0.43,0.32,-3.6,455
016955.OF,国联恒润纯债A,债券型,债券型-主动,0.09,0.24,0.3,0.91,1.36,-1.87,455
015713.OF,格林聚鑫增强A,债券型,债券型-主动,-0.54,-0.38,0.33,1.07,1.11,-1.57,455
016956.OF,国联恒润纯债C,债券型,债券型-主动,0.07,0.22,0.26,0.91,1.43,-1.92,455
015714.OF,格林聚鑫增强C,债券型,债券型-主动,-0.56,-0.41,0.26,1.97,2.94,-0.89,455
017309.OF,创金合信利泽纯债A,债券型,债券型-主动,0.11,0.29,0.29,0.88,0.93,-1.93,455
016947.OF,国泰利安中短债A,债券型,债券型-主动,0.12,0.19,0.33,0.1,0.01,-16.37,455
016512.OF,嘉实长三角ESG纯债,债券型,债券型-主动,0.14,0.3,0.59,0.44,0.61,-3.22,455
016448.OF,平安双盈添益C,债券型,债券型-主动,-0.26,-0.33,0.13,0.69,1.52,-2.71,454
016447.OF,平安双盈添益A,债券型,债券型-主动,-0.24,-0.29,0.21,0.69,1.4,-2.59,454
016948.OF,国泰利安中短债C,债券型,债券型-主动,0.1,0.18,0.3,0.1,0.01,-16.89,455
017463.OF,中信保诚优质纯债C,债券型,债券型-主动,-0.97,-1.71,2.14,3.14,2.41,0.04,455
017310.OF,创金合信利泽纯债C,债券型,债券型-主动,0.11,0.3,0.3,0.88,0.92,-1.92,455
016817.OF,兴业120天滚动C,债券型,债券型-主动,0.13,0.24,0.38,0.19,0.12,-8.35,455
016929.OF,万家鑫怡C,债券型,债券型-主动,0.05,0.22,0.25,3.26,4.93,-0.54,455
016816.OF,兴业120天滚动A,债券型,债券型-主动,0.14,0.25,0.42,0.2,0.11,-7.88,455
015494.OF,尚正臻惠一年定开,债券型,债券型-主动,0.14,0.26,0.57,3.71,5.45,-0.38,455
016928.OF,万家鑫怡A,债券型,债券型-主动,0.07,0.25,0.29,3.26,4.87,-0.52,455
017534.OF,富国天利增长债券C,债券型,债券型-主动,0.13,0.36,1.01,2.27,3.02,-0.44,455
017055.OF,工银稳健丰润90天持有中短债C,债券型,债券型-主动,0.13,0.22,0.33,0.26,0.18,-6.41,455
017054.OF,工银稳健丰润90天持有中短债A,债券型,债券型-主动,0.14,0.24,0.37,0.26,0.17,-6.22,455
016601.OF,兴业睿信一年定开,债券型,债券型-主动,0.53,0.71,1.29,1.23,0.61,-0.58,121
016584.OF,汇添富鑫润纯债C,债券型,债券型-主动,0.1,0.23,0.27,1.55,2.14,-1.12,455
016965.OF,中银乐享,债券型,债券型-主动,0.17,0.38,0.66,0.69,0.81,-1.93,455
016583.OF,汇添富鑫润纯债A,债券型,债券型-主动,0.12,0.28,0.36,1.54,1.94,-1.07,455
017428.OF,国泰鑫裕纯债,债券型,债券型-主动,0.15,0.32,0.22,1.5,2.36,-1.19,455
016428.OF,汇添富稳利60天滚动持有D,债券型,债券型-主动,0.12,0.22,0.39,0.19,0.1,-8.6,455
017058.OF,国泰海通90天滚动中短债A,债券型,债券型-主动,0.15,0.31,0.53,0.19,0.08,-7.87,455
017059.OF,国泰海通90天滚动中短债C,债券型,债券型-主动,0.15,0.29,0.5,0.18,0.09,-8.4,455
017448.OF,格林泓盛一年定开,债券型,债券型-主动,0.17,0.25,0.81,1.26,0.41,-0.95,125
016206.OF,信澳汇享三个月定开A,债券型,债券型-主动,0.12,0.3,0.45,1.93,4.3,-0.8,455
016207.OF,信澳汇享三个月定开C,债券型,债券型-主动,0.11,0.27,0.39,1.93,4.42,-0.84,455
016914.OF,博时富泽金融债A,债券型,债券型-主动,0.14,0.34,0.7,1.85,2.67,-0.7,455
017009.OF,诺德中短债C,债券型,债券型-主动,0.16,0.36,0.55,0.46,0.5,-3.13,455
016850.OF,中欧颐利A,债券型,债券型-主动,0.18,0.79,1.81,1.59,1.14,-0.12,455
016108.OF,安信臻享三个月定开,债券型,债券型-主动,0.11,0.31,0.66,0.88,0.91,-1.53,455
017008.OF,诺德中短债A,债券型,债券型-主动,0.16,0.37,0.56,0.46,0.47,-3.11,455
016851.OF,中欧颐利C,债券型,债券型-主动,0.16,0.75,1.73,1.6,1.15,-0.17,455
016315.OF,同泰泰裕三个月定开C,债券型,债券型-主动,0.09,0.33,0.37,3.08,3.07,-0.53,178
015591.OF,长城聚利纯债C,债券型,债券型-主动,0.14,0.29,0.57,0.85,1.43,-1.69,455
016875.OF,交银稳安30天滚动A,债券型,债券型-主动,0.18,0.29,0.44,0.18,0.08,-8.5,455
016877.OF,长信稳恒A,债券型,债券型-主动,0.14,0.2,0.3,0.43,0.24,-3.94,455
016314.OF,同泰泰裕三个月定开A,债券型,债券型-主动,0.1,0.37,0.71,3.09,3.01,-0.42,178
015529.OF,华泰柏瑞锦瑞E,债券型,债券型-主动,-0.58,-1.25,3.75,7.05,8.1,0.25,455
017466.OF,汇添富稳鑫120天滚动持有B,债券型,债券型-主动,0.11,0.21,0.38,0.17,0.06,-9.6,455
016878.OF,长信稳恒C,债券型,债券型-主动,0.12,0.17,0.25,0.43,0.3,-4.06,455
015590.OF,长城聚利纯债A,债券型,债券型-主动,0.14,0.31,0.59,0.85,1.4,-1.66,455
016876.OF,交银稳安30天滚动C,债券型,债券型-主动,0.17,0.28,0.41,0.18,0.09,-9.05,455
016614.OF,中欧尊悦一年定开,债券型,债券型-主动,0.28,0.17,0.19,2.94,3.14,-0.62,137
015414.OF,华宝宝隆A,债券型,债券型-主动,0.16,0.37,0.66,2.21,4.39,-0.61,455
016722.OF,国泰海通安弘六个月定开,债券型,债券型-主动,0.13,0.32,0.57,1.59,2.34,-0.9,455
016417.OF,南方稳鑫6个月持有C,债券型,债券型-主动,-0.03,-0.26,0.79,1.3,1.04,-0.93,455
016416.OF,南方稳鑫6个月持有A,债券型,债券型-主动,,-0.21,0.87,1.31,1.0,-0.86,455
015415.OF,华宝宝隆C,债券型,债券型-主动,0.15,0.36,0.64,2.22,4.43,-0.61,455
015447.OF,安信华享纯债A,债券型,债券型-主动,0.2,0.29,0.46,1.27,2.5,-1.21,455
015448.OF,安信华享纯债C,债券型,债券型-主动,0.19,0.28,0.52,1.27,2.53,-1.16,455
016484.OF,国泰利盈60天滚动中短债C,债券型,债券型-主动,0.11,0.18,0.31,0.12,0.04,-13.64,455
016483.OF,国泰利盈60天滚动中短债A,债券型,债券型-主动,0.14,0.22,0.37,0.13,0.04,-12.35,455
016299.OF,浦银安盛季季盈90天滚动中短债A,债券型,债券型-主动,0.12,0.23,0.35,0.25,0.06,-6.7,455
016300.OF,浦银安盛季季盈90天滚动中短债C,债券型,债券型-主动,0.1,0.2,0.31,0.24,0.06,-6.97,455
015533.OF,红塔红土瑞鑫纯债A,债券型,债券型-主动,0.12,0.19,0.36,0.23,0.12,-7.11,455
015534.OF,红塔红土瑞鑫纯债C,债券型,债券型-主动,0.12,0.18,0.35,0.23,0.11,-7.23,455
016180.OF,宝盈聚鑫纯债一年定开,债券型,债券型-主动,0.07,0.2,0.47,0.34,0.36,-4.55,455
017024.OF,天弘通享A,债券型,债券型-主动,0.21,0.37,0.59,0.22,0.08,-6.49,454
017025.OF,天弘通享C,债券型,债券型-主动,0.19,0.37,0.56,0.21,0.08,-6.86,454
015626.OF,平安添润C,债券型,债券型-主动,-0.63,-0.28,1.22,2.31,1.44,-0.34,455
016318.OF,东方臻裕A,债券型,债券型-主动,0.14,-0.52,-0.31,0.79,0.81,-2.94,455
016871.OF,华富吉富30天滚动中短债A,债券型,债券型-主动,0.23,0.41,0.66,0.28,0.15,-4.71,455
015625.OF,平安添润A,债券型,债券型-主动,-0.61,-0.24,1.28,2.31,1.44,-0.31,455
016872.OF,华富吉富30天滚动中短债C,债券型,债券型-主动,0.22,0.38,0.62,0.28,0.17,-4.9,455
016319.OF,东方臻裕C,债券型,债券型-主动,0.14,-0.53,-0.33,0.79,0.81,-2.94,455
016966.OF,博时岁岁增利一年持有C,债券型,债券型-主动,0.16,0.34,0.49,0.53,0.8,-2.87,455
015961.OF,太平恒信6个月定开,债券型,债券型-主动,0.13,0.29,0.62,0.82,0.82,-1.69,455
017206.OF,中银嘉享3个月定开C,债券型,债券型-主动,0.17,0.36,0.56,0.6,0.43,-2.42,455
017129.OF,嘉实致泰一年定开纯债,债券型,债券型-主动,0.15,0.3,0.45,1.36,2.11,-1.14,455
016933.OF,景顺长城睿丰短债A,债券型,债券型-主动,0.12,0.2,0.36,0.12,0.02,-14.22,455
016359.OF,恒生前海恒源丰利A,债券型,债券型-主动,0.13,0.32,0.61,1.04,1.6,-1.34,455
016360.OF,恒生前海恒源丰利C,债券型,债券型-主动,0.12,0.31,0.59,1.16,1.82,-1.22,455
016934.OF,景顺长城睿丰短债C,债券型,债券型-主动,0.1,0.18,0.32,0.11,0.02,-15.4,455
016608.OF,中金安盈90天持有中短债C,债券型,债券型-主动,0.16,0.32,0.52,0.17,0.04,-8.58,455
016695.OF,天弘招利短债A,债券型,债券型-主动,0.13,0.22,0.34,0.12,0.05,-13.77,454
016607.OF,中金安盈90天持有中短债A,债券型,债券型-主动,0.17,0.35,0.56,0.18,0.03,-8.22,455
016426.OF,国泰信瑞纯债,债券型,债券型-主动,0.13,2.8,3.0,4.32,6.59,0.23,455
016696.OF,天弘招利短债C,债券型,债券型-主动,0.12,0.2,0.32,0.12,0.04,-14.62,454
015624.OF,国投瑞银顺晖一年定开,债券型,债券型-主动,0.17,0.35,0.61,2.25,3.61,-0.62,455
017159.OF,融通增鑫C,债券型,债券型-主动,0.15,0.25,0.47,1.45,2.19,-1.06,454
016804.OF,格林聚享增强A,债券型,债券型-主动,0.15,0.26,2.11,4.33,5.52,0.03,455
016805.OF,格林聚享增强C,债券型,债券型-主动,0.13,0.23,2.03,4.38,5.72,0.01,455
017205.OF,中银智享C,债券型,债券型-主动,0.14,0.3,0.55,1.24,2.2,-1.16,455
016072.OF,财通弘利纯债,债券型,债券型-主动,-0.01,0.23,0.36,1.89,3.68,-0.87,455
016671.OF,博时恒耀C,债券型,债券型-主动,0.39,0.86,5.11,4.71,3.19,0.66,455
016670.OF,博时恒耀A,债券型,债券型-主动,0.41,0.89,5.17,4.71,3.15,0.67,455
016481.OF,兴全恒信A,债券型,债券型-主动,0.23,-2.68,-2.24,2.41,3.16,-1.76,455
016527.OF,招商鑫诚短债C,债券型,债券型-主动,0.09,0.17,0.27,0.09,0.01,-18.82,455
015255.OF,农银汇理金耀3个月定开,债券型,债券型-主动,0.14,0.28,0.38,0.54,0.56,-2.99,455
016870.OF,景顺长城稳健增益C,债券型,债券型-主动,-0.56,-0.19,1.75,2.04,1.38,-0.12,455
016482.OF,兴全恒信C,债券型,债券型-主动,0.22,-2.53,-2.11,2.3,2.99,-1.79,455
016613.OF,长盛盛远C,债券型,债券型-主动,0.04,0.41,0.75,1.08,1.53,-1.16,455
016869.OF,景顺长城稳健增益A,债券型,债券型-主动,-0.53,-0.14,1.83,2.04,1.34,-0.08,455
016612.OF,长盛盛远A,债券型,债券型-主动,0.05,0.42,0.77,1.08,1.47,-1.14,455
