ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
013464.OF,大成致远优势一年持有C,大成基金,中国农业银行,混合型,20211126,,,20211110,,0.1719,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中证综合债券指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20211224,20221128,O
013653.OF,中银上海清算所0-5年农发行,中银基金,北京银行,债券型,20211126,,,20211025,,50.6007,0.15,0.05,,1.0,0.001,,上海清算所0-5年农发债指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20220208,20220208,O
014381.OF,长城久源C,长城基金,平安银行,混合型,20211126,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*55%+中债总财富指数收益率*45%,L,灵活配置型,契约型开放式,,20211126,20211129,O
012856.OF,银华顺益一年定开,银华基金,中国邮政储蓄银行,债券型,20211126,,,20211124,,80.0001,0.3,0.1,,1.0,0.001,,中债综合指数(全价)收益率,L,债券型,契约型开放式,,20221128,20221128,O
013826.OF,天弘永丰稳健养老目标一年持有A,天弘基金,中国农业银行,混合型,20211126,,,20211105,,2.6315,0.6,0.15,,1.0,0.001,,中债新综合财富(总值)指数收益率*80%+沪深300指数收益率*18%+恒生指数收益率(使用估值汇率调整)*2%,L,混合型,契约型开放式,,20220104,20221128,O
013463.OF,大成致远优势一年持有A,大成基金,中国农业银行,混合型,20211126,,,20211110,,3.9052,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*70%+中证综合债券指数收益率*20%+恒生指数收益率*10%,L,混合型,契约型开放式,,20211224,20221128,O
014336.OF,金鹰元丰C,金鹰基金,中国工商银行,债券型,20211126,,,,,,0.75,0.2,,1.0,,,中国债券综合指数(全价)*90%+沪深300指数*10%,L,债券型,契约型开放式,,20211126,20211126,O
014081.OF,平安中债1-3年国开债A,平安基金,中国邮政储蓄银行,债券型,20211126,,,20211119,,69.4998,0.15,0.05,,1.0,0.0001,,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211202,20211202,O
014380.OF,建信中国制造2025C,建信基金,中国光大银行,股票型,20211126,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*80%+中证综合债券指数收益率*20%,L,股票型,契约型开放式,,20211126,20211126,O
014048.OF,银华鑫盛灵活C,银华基金,中国工商银行,混合型,20211126,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*50%+中国债券总指数收益率*50%,L,灵活配置型,契约型开放式,,20211126,20211126,O
013497.OF,易方达裕华利率债3个月定开,易方达基金,招商银行,债券型,20211126,,,20211115,,42.1038,0.3,0.1,,1.0,0.0001,,中债-国债及政策性银行债全价指数(1-3年),L,债券型,契约型开放式,,20220117,20220117,O
014042.OF,银华心诚C,银华基金,中国工商银行,混合型,20211126,,,,,,1.2,0.2,,1.0,,,恒生指数收益率*35%+中证800指数收益率*35%+中证综合债券指数收益率*30%,L,灵活配置型,契约型开放式,,20211126,20211126,O
014082.OF,平安中债1-3年国开债C,平安基金,中国邮政储蓄银行,债券型,20211126,,,20211119,,10.5001,0.15,0.05,,1.0,0.0001,,中债-1-3年国开行债券指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211202,20211202,O
013884.OF,交银主题优选C,交银施罗德基金,中国建设银行,混合型,20211126,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*60%+中证综合债券指数收益率*40%,L,灵活配置型,契约型开放式,,20211126,20211129,O
013863.OF,财通多利C,财通基金,南京银行,债券型,20211126,,,,,,0.3,0.05,,1.0,,,中债综合(全价)指数收益率,L,债券型,契约型开放式,,20211126,20211127,O
013477.OF,华宝中证金融科技主题ETF联接A,华宝基金,中国建设银行,股票型,20211125,,,20211116,,0.1504,0.5,0.1,,1.0,0.0001,,中证金融科技主题指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211203,20211203,O
014282.OF,中信保诚成长动力C,中信保诚基金,招商银行,混合型,20211125,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*60%+恒生指数收益率*20%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20211125,20211126,O
014063.OF,景顺长城专精特新量化优选C,景顺长城基金,招商银行,股票型,20211125,,,20211105,,6.7754,1.2,0.2,,1.0,0.0001,,中证1000指数*85%+商业银行活期存款利率(税后)*10%+恒生指数收益率(使用估值汇率折算)*5%,L,股票型,契约型开放式,,20220224,20220224,O
013665.OF,银河成长优选一年持有A,银河基金,江苏银行,混合型,20211125,,,20211108,,2.7847,1.2,0.2,,1.0,0.001,,中证800指数收益率*70%+中债新综合指数(全价)收益率*20%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20211228,20221125,O
013931.OF,博时富恒纯债一年定开,博时基金,兴业银行,债券型,20211125,,,20211025,,25.1013,0.3,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20221125,20221125,O
014335.OF,中信保诚周期轮动C,中信保诚基金,中国银行,混合型,20211125,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,,20211125,20211125,O
013794.OF,富国智浦精选12个月持有C,富国基金,浦发银行,混合型,20211125,,,20211115,,0.2896,1.0,0.2,,1.0,0.001,,沪深300指数收益率*80%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20220207,20221128,O
013478.OF,华宝中证金融科技主题ETF联接C,华宝基金,中国建设银行,股票型,20211125,,,20211116,,0.0209,0.5,0.1,,1.0,0.0001,,中证金融科技主题指数收益率*95%+人民币银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211203,20211203,O
013293.OF,长城健康消费A,长城基金,中国光大银行,混合型,20211125,,,20211103,,8.6864,1.2,0.2,,1.0,0.0001,,中证健康产业指数收益率*40%+中证消费服务领先指数收益率*40%+中债综合财富指数收益率*20%,L,混合型,契约型开放式,,20220125,20220125,O
014367.OF,招商添悦纯债D,招商基金,中国光大银行,债券型,20211125,,,,,,0.3,0.1,,1.0,,,中证全债指数收益率,L,债券型,契约型开放式,,20211125,20211126,O
013666.OF,银河成长优选一年持有C,银河基金,江苏银行,混合型,20211125,,,20211108,,0.6545,1.2,0.2,,1.0,0.001,,中证800指数收益率*70%+中债新综合指数(全价)收益率*20%+中证港股通综合指数收益率*10%,L,混合型,契约型开放式,,20211228,20221125,O
013793.OF,富国智浦精选12个月持有A,富国基金,浦发银行,混合型,20211125,,,20211115,,5.5739,1.0,0.2,,1.0,0.001,,沪深300指数收益率*80%+中债综合全价指数收益率*20%,L,混合型,契约型开放式,,20220207,20221128,O
014062.OF,景顺长城专精特新量化优选A,景顺长城基金,招商银行,股票型,20211125,,,20211105,,12.758,1.2,0.2,,1.0,0.0001,,中证1000指数*85%+商业银行活期存款利率(税后)*10%+恒生指数收益率(使用估值汇率折算)*5%,L,股票型,契约型开放式,,20220224,20220224,O
013865.OF,平安元泓30天滚动持有短债C,平安基金,交通银行,债券型,20211124,,,20211108,,1.5454,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*90%+一年期定期存款基准利率(税后)*10%,L,债券型,契约型开放式,,20211224,20211224,O
013839.OF,中银恒嘉60天滚动持有C,中银基金,兴业银行,债券型,20211124,,,20211108,,1.8638,0.2,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*90%+银行一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20220117,20220124,O
013191.OF,国联景惠C,国联基金,中国邮政储蓄银行,混合型,20211124,,,20211109,,0.0181,0.6,0.2,,1.0,0.0001,,中债综合指数(全价)收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20220223,20220223,O
013238.OF,财通均衡优选一年持有A,财通基金,中国工商银行,混合型,20211124,,,20211028,,2.1466,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*55%+中债综合指数收益率*25%+恒生指数收益率*20%,L,混合型,契约型开放式,,20220221,20221124,O
013821.OF,南方定利一年定开,南方基金,中国邮政储蓄银行,债券型,20211124,,,20211026,,64.3062,0.3,0.1,,1.0,0.0001,,中债-固定利率债券全价(1-3年)指数收益率,L,债券型,契约型开放式,,20221124,20221124,O
506007.OF,广发科创板两年定开,广发基金,中国工商银行,混合型,20211124,,,20211115,,6.2303,1.2,0.2,,1.0,0.0001,,上证科创板50成份指数收益率*80%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20231124,20231124,O
013864.OF,平安元泓30天滚动持有短债A,平安基金,交通银行,债券型,20211124,,,20211108,,2.0582,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*90%+一年期定期存款基准利率(税后)*10%,L,债券型,契约型开放式,,20211224,20211224,O
014164.OF,富国融享18个月C,富国基金,招商银行,混合型,20211124,,,,,,1.2,0.2,,1.0,,,中证800指数收益率*50%+中债综合全价指数收益率*35%+恒生指数收益率(使用估值汇率折算)*15%,L,混合型,契约型开放式,,20211125,20211125,O
013239.OF,财通均衡优选一年持有C,财通基金,中国工商银行,混合型,20211124,,,20211028,,0.0415,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*55%+中债综合指数收益率*25%+恒生指数收益率*20%,L,混合型,契约型开放式,,20220221,20221124,O
013190.OF,国联景惠A,国联基金,中国邮政储蓄银行,混合型,20211124,,,20211109,,6.5313,0.6,0.2,,1.0,0.0001,,中债综合指数(全价)收益率*80%+沪深300指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20220223,20220223,O
013933.OF,工银睿智进取一年C,工银瑞信基金,中国农业银行,股票型,20211124,,,20211101,,0.0907,0.5,0.1,,1.0,0.0001,,中证800指数收益率*90%+中债-新综合财富(总值)指数收益率*10%,L,股票型,契约型开放式,,20221124,20221124,O
014061.OF,浦银安盛战略新兴产业C,浦银安盛基金,交通银行,混合型,20211124,,,,,,1.2,0.2,,1.0,,,中证新兴产业指数*55%+中证全债指数*45%,L,混合型,契约型开放式,,20211124,20211124,O
013838.OF,中银恒嘉60天滚动持有A,中银基金,兴业银行,债券型,20211124,,,20211108,,0.8015,0.2,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*90%+银行一年期定期存款利率(税后)*10%,L,债券型,契约型开放式,,20220117,20220124,O
010217.OF,中银添禧丰禄稳健养老目标一年持有A,中银基金,兴业银行,混合型,20211123,,,20211115,,2.2201,0.6,0.15,,1.0,0.001,,中债综合全价(总值)指数收益率*80%+中证股票型基金指数收益率*15%+恒生指数收益率*5%,L,混合型,契约型开放式,,20220110,20221123,O
013812.OF,景顺长城景气进取A,景顺长城基金,招商银行,混合型,20211123,,,20211108,,60.431,1.2,0.2,,1.0,0.0001,,中证800指数收益率*75%+中证综合债指数收益率*20%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20220222,20220222,O
013929.OF,中银证券恒瑞9个月持有A,中银证券,中国农业银行,混合型,20211123,,,20211101,,7.6357,0.6,0.15,,1.0,0.001,,中债综合全价指数收益率*75%+中证800指数收益率*20%+同期银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20220221,20220823,O
012159.OF,财通资管健康产业A,财通证券资管,兴业银行,混合型,20211123,,,20211008,,12.4486,1.2,0.2,,1.0,0.001,,中证医药卫生指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20220223,20220223,O
013813.OF,景顺长城景气进取C,景顺长城基金,招商银行,混合型,20211123,,,20211108,,13.8244,1.2,0.2,,1.0,0.0001,,中证800指数收益率*75%+中证综合债指数收益率*20%+中证港股通综合指数(人民币)收益率*5%,L,混合型,契约型开放式,,20220222,20220222,O
014275.OF,易方达北交所精选两年定开A,易方达基金,中国工商银行,混合型,20211123,,,20211119,,3.9337,1.2,0.2,,1.0,0.0001,,北证50成份指数收益率*80%+中债总指数收益率*15%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
013329.OF,嘉实全球价值机会美元现汇,嘉实基金,中国农业银行,股票型,20211123,,,20211103,,0.0028,1.2,0.2,,1.0,0.0001,,MSCI全球指数(MSCI All Country World Index)收益率*75%+沪深300指数收益率*20%+境内银行活期存款利率(税后)*5%,L,股票型,契约型开放式,,20220222,20220222,O
014035.OF,长城悦享增利C,长城基金,中国银行,债券型,20211123,,,,,,0.3,0.1,,1.0,,,中债综合财富指数收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率(使用估值汇率折算)*2%,L,债券型,契约型开放式,,20211123,20211123,O
011903.OF,南方领航优选A,南方基金,交通银行,混合型,20211123,,,20210904,,2.1307,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20220222,20220222,O
014276.OF,易方达北交所精选两年定开C,易方达基金,中国工商银行,混合型,20211123,,,20211119,,1.0231,1.2,0.2,,1.0,0.0001,,北证50成份指数收益率*80%+中债总指数收益率*15%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
014280.OF,汇添富北交所创新精选两年定开C,汇添富基金,中国工商银行,混合型,20211123,,,20211119,,0.677,1.2,0.2,,1.0,0.001,,北证50成份指数收益率*80%+中债总指数收益率*15%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
014277.OF,万家北交所慧选两年定开A,万家基金,中国农业银行,混合型,20211123,,,20211119,,4.3448,1.2,0.2,,1.0,0.001,,中国战略新兴产业综合指数收益率*65%+中债综合指数收益率*30%+恒生指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
012160.OF,财通资管健康产业C,财通证券资管,兴业银行,混合型,20211123,,,20211008,,1.6439,1.2,0.2,,1.0,0.001,,中证医药卫生指数收益率*70%+中债综合指数收益率*30%,L,混合型,契约型开放式,,20220223,20220223,O
014278.OF,万家北交所慧选两年定开C,万家基金,中国农业银行,混合型,20211123,,,20211119,,0.6058,1.2,0.2,,1.0,0.001,,中国战略新兴产业综合指数收益率*65%+中债综合指数收益率*30%+恒生指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
013930.OF,中银证券恒瑞9个月持有C,中银证券,中国农业银行,混合型,20211123,,,20211101,,2.7646,0.6,0.15,,1.0,0.001,,中债综合全价指数收益率*75%+中证800指数收益率*20%+同期银行活期存款利率(税后)*5%,L,混合型,契约型开放式,,20220221,20220823,O
014274.OF,广发北交所精选两年定开C,广发基金,华夏银行,混合型,20211123,,,20211119,,1.0076,1.2,0.2,,1.0,0.0001,,北证50成份指数收益率*80%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20231123,20231123,O
001296.OF,长城悦享增利A,长城基金,中国银行,债券型,20211123,,,20211123,,,0.3,0.1,,1.0,,,中债综合财富指数收益率*90%+沪深300指数收益率*8%+中证港股通综合指数收益率(使用估值汇率折算)*2%,L,债券型,契约型开放式,,20211123,20211123,O
013357.OF,大摩沪港深精选C,摩根士丹利基金,中国农业银行,混合型,20211123,,,20211108,,1.622,1.2,0.2,,1.0,0.001,,沪深300指数收益率*40%+恒生指数收益率*40%+人民币活期存款利率(税后)*20%,L,混合型,契约型开放式,,20211228,20211228,O
014270.OF,嘉实北交所精选两年定开C,嘉实基金,招商银行,混合型,20211123,,,20211119,,0.817,1.2,0.2,,1.0,0.0001,,中国战略新兴产业综合指数收益率*75%+中债综合财富指数收益率*20%+恒生指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
014279.OF,汇添富北交所创新精选两年定开A,汇添富基金,中国工商银行,混合型,20211123,,,20211119,,4.2778,1.2,0.2,,1.0,0.001,,北证50成份指数收益率*80%+中债总指数收益率*15%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
014294.OF,南方北交所精选两年定开,南方基金,交通银行,混合型,20211123,,,20211119,,4.948,1.2,0.2,,1.0,0.0001,,北证50成份指数收益率*65%+中债总指数收益率*25%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20231123,20231123,O
014272.OF,大成北交所两年定开C,大成基金,招商银行,混合型,20211123,,,20211119,,0.9667,1.2,0.2,,1.0,0.0001,,中国战略新兴产业综合指数收益率*70%+中债综合全价(总值)指数收益率*20%+恒生指数收益率(使用估值汇率调整)*10%,L,混合型,契约型开放式,,20231123,20231123,O
013328.OF,嘉实全球价值机会人民币,嘉实基金,中国农业银行,股票型,20211123,,,20211103,,2.3796,1.2,0.2,,1.0,0.0001,,MSCI全球指数(MSCI All Country World Index)收益率*75%+沪深300指数收益率*20%+境内银行活期存款利率(税后)*5%,L,股票型,契约型开放式,,20220222,20220222,O
012935.OF,万家鼎鑫一年定开,万家基金,中国邮政储蓄银行,债券型,20211123,,,20211122,,50.0,0.3,0.1,,1.0,,,中债综合指数(全价)收益率,L,债券型,契约型开放式,,20221123,20221123,O
014273.OF,广发北交所精选两年定开A,广发基金,华夏银行,混合型,20211123,,,20211119,,3.9519,1.2,0.2,,1.0,0.0001,,北证50成份指数收益率*80%+中债综合财富(总值)指数收益率*20%,L,混合型,契约型开放式,,20231123,20231123,O
013356.OF,大摩沪港深精选A,摩根士丹利基金,中国农业银行,混合型,20211123,,,20211108,,0.8553,1.2,0.2,,1.0,0.001,,沪深300指数收益率*40%+恒生指数收益率*40%+人民币活期存款利率(税后)*20%,L,混合型,契约型开放式,,20211228,20211228,O
014269.OF,嘉实北交所精选两年定开A,嘉实基金,招商银行,混合型,20211123,,,20211119,,4.183,1.2,0.2,,1.0,0.0001,,中国战略新兴产业综合指数收益率*75%+中债综合财富指数收益率*20%+恒生指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
011904.OF,南方领航优选C,南方基金,交通银行,混合型,20211123,,,20210904,,0.7011,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*60%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*10%,L,混合型,契约型开放式,,20220222,20220222,O
014283.OF,华夏北交所创新中小企业精选两年定开,华夏基金,中国农业银行,混合型,20211123,,,20211119,,4.9485,1.2,0.2,,1.0,0.0001,,北证50成份指数收益率*75%+上证国债指数收益率*20%+中证港股通综合指数收益率*5%,L,混合型,契约型开放式,,20231123,20231123,O
014271.OF,大成北交所两年定开A,大成基金,招商银行,混合型,20211123,,,20211119,,4.0333,1.2,0.2,,1.0,0.0001,,中国战略新兴产业综合指数收益率*70%+中债综合全价(总值)指数收益率*20%+恒生指数收益率(使用估值汇率调整)*10%,L,混合型,契约型开放式,,20231123,20231123,O
013689.OF,湘财久盛39个月定开A,湘财基金,浙商银行,债券型,20211122,,,20211011,,10.0001,0.15,0.05,,1.0,0.001,,封闭期起始日公布的三年定期存款利率(税后)+1.5%,L,债券型,契约型开放式,,,,O
014127.OF,融通核心价值C,融通基金,中国工商银行,混合型,20211122,,,,,,1.2,0.2,,1.0,,,恒生指数(Hang Seng Index)收益率*70%+中债综合全价(总值)指数收益率*30%,L,混合型,契约型开放式,,20211122,20211123,O
940018.OF,华泰紫金天天发,华泰证券资管,中国证券登记结算公司,货币市场型,20211122,,,20211122,,,0.9,0.05,,1.0,,,活期存款利率(税后)*100%,L,货币型,契约型开放式,,20211122,20211122,O
013416.OF,永赢中证全指医疗器械ETF联接C,永赢基金,招商银行,股票型,20211122,,,20211109,,0.0853,0.5,0.1,,1.0,0.0001,,中证全指医疗器械指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211125,20211125,O
014143.OF,银河创新成长C,银河基金,招商银行,混合型,20211122,,,,,,1.2,0.2,,1.0,,,中证500指数收益率*75%+上证国债指数收益率*25%,L,混合型,契约型开放式,,20211122,20211123,O
014118.OF,国泰中证沪港深创新药产业ETF联接C,国泰基金,招商银行,股票型,20211122,,,20211118,,0.0529,0.5,0.1,,1.0,0.0001,,中证沪港深创新药产业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211201,20211201,O
013690.OF,湘财久盛39个月定开C,湘财基金,浙商银行,债券型,20211122,,,20211011,,0.0003,0.15,0.05,,1.0,0.001,,封闭期起始日公布的三年定期存款利率(税后)+1.5%,L,债券型,契约型开放式,,,,O
011688.OF,易方达龙头优选两年持有C,易方达基金,浦发银行,混合型,20211122,,,20210819,,0.5661,1.2,0.2,,1.0,0.0001,,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,20230420,20231121,O
011687.OF,易方达龙头优选两年持有A,易方达基金,浦发银行,混合型,20211122,,,20210819,,2.34,1.2,0.2,,1.0,0.0001,,中证800指数收益率*65%+中债总指数收益率*20%+中证港股通综合指数收益率*15%,L,混合型,契约型开放式,,20230420,20231121,O
013806.OF,财通资管鸿越3个月滚动持有C,财通证券资管,中国工商银行,债券型,20211122,,,,,,0.3,0.1,,1.0,,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*20%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20211122,20220222,O
013805.OF,财通资管鸿越3个月滚动持有B,财通证券资管,中国工商银行,债券型,20211122,,,20211122,,,0.3,0.1,,1.0,,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*20%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,,20211122,O
013804.OF,财通资管鸿越3个月滚动持有A,财通证券资管,中国工商银行,债券型,20211122,,,,,,0.3,0.1,,1.0,,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*20%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20211122,20220222,O
013663.OF,富国安福30天滚动持有A,富国基金,招商银行,债券型,20211122,,,20211115,,0.1313,0.2,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*85%+银行一年期定期存款基准利率(税后)*15%,L,债券型,契约型开放式,,20211213,20211222,O
013415.OF,永赢中证全指医疗器械ETF联接A,永赢基金,招商银行,股票型,20211122,,,20211109,,0.3078,0.5,0.1,,1.0,0.0001,,中证全指医疗器械指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211125,20211125,O
013664.OF,富国安福30天滚动持有C,富国基金,招商银行,债券型,20211122,,,20211115,,0.214,0.2,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*85%+银行一年期定期存款基准利率(税后)*15%,L,债券型,契约型开放式,,20211213,20211222,O
013807.OF,财通资管鸿越3个月滚动持有E,财通证券资管,中国工商银行,债券型,20211122,,,,,,0.3,0.1,,1.0,,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*20%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20211122,20220222,O
014117.OF,国泰中证沪港深创新药产业ETF联接A,国泰基金,招商银行,股票型,20211122,,,20211118,,0.1017,0.5,0.1,,1.0,0.0001,,中证沪港深创新药产业指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211201,20211201,O
014260.OF,万家新机遇龙头企业C,万家基金,中国建设银行,混合型,20211119,,,,,,1.2,0.2,,1.0,,,中证全债指数收益率*40%+沪深300指数收益率*35%+恒生指数收益率*25%,L,灵活配置型,契约型开放式,,20211119,20211119,O
014064.OF,银华农业产业C,银华基金,中国农业银行,股票型,20211119,,,,,,1.2,0.2,,1.0,,,申万农林牧渔指数收益率*80%+中债总指数收益率*20%,L,股票型,契约型开放式,,20211119,20211119,O
013174.OF,银华华证ESG领先,银华基金,中国邮政储蓄银行,股票型,20211119,,,20211101,,2.819,0.5,0.1,,1.0,0.001,,华证ESG领先指数收益率*95%+同期银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20211202,20211202,O
014084.OF,浙商汇金月享30天滚动持有C,浙商资管,宁波银行,债券型,20211119,,,20211103,,0.8956,0.2,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*20%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20211206,20211220,O
014096.OF,交银经济新动力C,交银施罗德基金,中国建设银行,混合型,20211119,,,,,,1.2,0.2,,1.0,,,沪深300指数收益率*60%+中证综合债券指数收益率*40%,L,混合型,契约型开放式,,20211119,20211119,O
014162.OF,万家人工智能C,万家基金,中国建设银行,混合型,20211119,,,,,,1.2,0.2,,1.0,,,中证800指数收益率*65%+上证国债指数收益率*35%,L,混合型,契约型开放式,,20211119,20211119,O
014083.OF,浙商汇金月享30天滚动持有A,浙商资管,宁波银行,债券型,20211119,,,20211103,,1.4041,0.2,0.05,,1.0,0.001,,中债综合财富(1年以下)指数收益率*60%+中债综合财富(1-3年)指数收益率*20%+一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20211206,20211220,O
013823.OF,南方月月享30天滚动持有C,南方基金,中国农业银行,债券型,20211118,,,20211108,,3.1425,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*80%+银行一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20211220,20211220,O
013822.OF,南方月月享30天滚动持有A,南方基金,中国农业银行,债券型,20211118,,,20211108,,2.6985,0.2,0.05,,1.0,0.0001,,中债综合财富(1年以下)指数收益率*80%+银行一年期定期存款利率(税后)*20%,L,债券型,契约型开放式,,20211220,20211220,O
881012.OF,招商资管智远增利A,招商资管,中信银行,债券型,20211118,,,,,,0.6,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20211118,20211118,O
013636.OF,国投瑞银策略回报A,国投瑞银基金,中国工商银行,混合型,20211118,,,20211103,,3.4993,1.2,0.2,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20220118,20220118,O
012182.OF,广发沪港深精选A,广发基金,宁波银行,混合型,20211118,,,20211008,,1.5485,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*40%+人民币计价的恒生指数收益率*40%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20211220,20211220,O
012183.OF,广发沪港深精选C,广发基金,宁波银行,混合型,20211118,,,20211008,,0.7758,1.2,0.2,,1.0,0.0001,,沪深300指数收益率*40%+人民币计价的恒生指数收益率*40%+中证全债指数收益率*20%,L,混合型,契约型开放式,,20211220,20211220,O
881013.OF,招商资管智远增利C,招商资管,中信银行,债券型,20211118,,,,,,0.6,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,20211118,20211118,O
014056.OF,太平丰润一年定开,太平基金,中国光大银行,债券型,20211118,,,20211111,,29.02,0.35,0.08,,1.0,,,中债综合指数收益率*90%+沪深300指数收益率*5%+中证港股通综合指数(人民币)收益率*5%,L,债券型,契约型开放式,,20221118,20221118,O
880011.OF,招商资管智远增利D,招商资管,中信银行,债券型,20211118,,,20211118,,,0.6,0.1,,1.0,,,中债综合财富(总值)指数收益率*90%+沪深300指数收益率*10%,L,债券型,契约型开放式,,,20211118,O
013637.OF,国投瑞银策略回报C,国投瑞银基金,中国工商银行,混合型,20211118,,,20211103,,0.2001,1.2,0.2,,1.0,0.0001,,中证800指数收益率*60%+中证港股通综合指数收益率*20%+中债综合指数收益率*20%,L,混合型,契约型开放式,,20220118,20220118,O
014047.OF,银华盛世精选C,银华基金,宁波银行,混合型,20211118,,,,,,1.2,0.2,,1.0,,,中证800指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,,20211118,20211118,O
