ts_code,name,invest_type,category,return_3m,return_6m,return_1y,volatility,max_drawdown,sharpe,data_points
015204.OF,银华全球新能源车量化优选A,股票型,主动股票型,-4.72,-7.76,-6.06,15.64,17.35,-0.52,421
015205.OF,银华全球新能源车量化优选C,股票型,主动股票型,-4.74,-7.81,-6.13,15.64,17.38,-0.52,421
010949.OF,景顺长城研究驱动三年持有,混合型,混合型-偏股,-4.51,-3.12,2.15,11.21,12.32,0.01,455
015079.OF,永赢成长远航一年持有A,混合型,混合型-偏股,5.26,4.92,15.87,25.4,19.8,0.55,455
013674.OF,长城价值甄选一年持有A,混合型,混合型-偏股,2.45,4.94,27.2,23.15,11.84,1.09,455
014760.OF,中欧琪福C,混合型,混合型-偏股,-0.2,-0.24,1.13,1.65,1.47,-0.53,455
014826.OF,汇泉兴至未来一年持有C,混合型,混合型-偏股,-1.85,-9.36,3.28,21.56,18.99,0.06,455
014759.OF,中欧琪福A,混合型,混合型-偏股,-0.17,-0.2,1.21,1.65,1.4,-0.48,455
014825.OF,汇泉兴至未来一年持有A,混合型,混合型-偏股,-1.81,-9.31,3.39,21.57,18.97,0.06,455
014951.OF,汇安润阳三年持有C,混合型,混合型-偏股,1.19,4.08,2.45,19.52,15.07,0.02,455
014950.OF,汇安润阳三年持有A,混合型,混合型-偏股,1.21,4.12,2.53,19.52,14.98,0.03,455
011902.OF,南方竞争优势C,混合型,混合型-偏股,-1.43,-3.95,4.61,14.44,14.41,0.18,455
015364.OF,汇丰晋信价值先锋C,股票型,主动股票型,2.1,0.05,8.29,14.13,15.66,0.45,455
011901.OF,南方竞争优势A,混合型,混合型-偏股,-1.39,-3.88,4.73,14.44,14.37,0.19,455
015389.OF,宝盈转型动力C,灵活配置型,混合型-平衡,2.61,5.33,7.15,31.21,28.2,0.17,455
014829.OF,诺德新能源汽车A,混合型,混合型-偏股,-1.01,-2.35,5.11,14.17,13.32,0.22,455
015442.OF,建信福泽安泰C,混合型,混合型-偏股,0.02,0.76,2.05,4.85,5.26,0.01,444
013843.OF,银华新锐成长C,混合型,混合型-偏股,-2.59,-7.42,12.54,22.62,14.14,0.47,455
014830.OF,诺德新能源汽车C,混合型,混合型-偏股,-1.05,-2.42,4.99,14.17,13.35,0.21,455
013842.OF,银华新锐成长A,混合型,混合型-偏股,-2.54,-7.33,12.72,22.62,14.08,0.47,455
014263.OF,鑫元长三角区域主题A,混合型,混合型-偏股,-3.44,-5.87,6.9,15.59,14.07,0.31,455
014361.OF,红塔红土稳健添利C,混合型,混合型-偏股,-0.66,-0.61,1.13,5.14,3.92,-0.17,455
014841.OF,东方阿尔法医疗健康A,混合型,混合型-偏股,-7.5,-8.66,-10.5,25.68,32.3,-0.49,455
014842.OF,东方阿尔法医疗健康C,混合型,混合型-偏股,-7.53,-8.72,-10.59,25.67,32.46,-0.49,455
014264.OF,鑫元长三角区域主题C,混合型,混合型-偏股,-3.47,-5.92,6.81,15.59,14.1,0.31,455
014360.OF,红塔红土稳健添利A,混合型,混合型-偏股,-0.63,-0.56,1.21,5.14,3.9,-0.15,455
013890.OF,国泰睿毅三年持有A,混合型,混合型-偏股,-1.37,-1.03,12.28,16.26,17.18,0.63,455
013420.OF,富国鑫汇养老目标日期2045五年持有A,混合型,混合型-偏股,-0.72,-0.6,4.33,8.63,8.15,0.27,440
013891.OF,国泰睿毅三年持有C,混合型,混合型-偏股,-1.39,-1.07,12.19,16.26,17.2,0.63,455
014215.OF,光大核心资产C,混合型,混合型-偏股,-3.81,-4.29,-1.07,12.15,12.35,-0.25,455
013001.OF,广发盛泽一年持有期C,混合型,混合型-偏股,-5.41,-2.89,-4.58,18.27,15.83,-0.36,455
015052.OF,东方红医疗升级A,股票型,主动股票型,-6.81,-7.79,-9.56,22.78,28.57,-0.51,455
014807.OF,宏利景气智选18个月持有A,混合型,混合型-偏股,2.0,1.41,4.23,23.13,18.31,0.1,455
015053.OF,东方红医疗升级C,股票型,主动股票型,-6.84,-7.84,-9.65,22.77,28.75,-0.51,455
014808.OF,宏利景气智选18个月持有C,混合型,混合型-偏股,1.97,1.38,4.17,23.13,18.32,0.09,455
014214.OF,光大核心资产A,混合型,混合型-偏股,-3.78,-4.24,-0.97,12.14,12.34,-0.24,455
013000.OF,广发盛泽一年持有期A,混合型,混合型-偏股,-5.38,-2.85,-4.51,18.27,15.81,-0.36,455
014016.OF,中信建投品质优选一年持有A,混合型,混合型-偏股,-2.47,-5.94,6.54,14.09,14.39,0.32,455
014017.OF,中信建投品质优选一年持有C,混合型,混合型-偏股,-2.5,-5.99,6.46,14.08,14.4,0.32,455
015468.OF,嘉实农业产业C,股票型,主动股票型,1.25,2.2,-0.15,13.52,15.7,-0.16,455
013576.OF,鹏扬品质精选C,混合型,混合型-偏股,-0.14,-2.0,8.86,13.31,12.97,0.52,455
013928.OF,银华尊和养老目标日期2045三年持有A,混合型,混合型-偏股,-1.78,-2.2,2.86,7.62,6.91,0.11,440
014948.OF,融通新能源C,灵活配置型,混合型-平衡,4.09,4.13,7.69,21.86,16.03,0.26,454
014734.OF,广发睿合A,混合型,混合型-偏股,-0.41,-1.93,5.65,14.23,12.86,0.26,455
015304.OF,鹏扬丰融价值先锋一年持有C,混合型,混合型-偏股,-1.81,0.05,4.55,12.54,13.71,0.2,455
015303.OF,鹏扬丰融价值先锋一年持有A,混合型,混合型-偏股,-1.77,0.14,4.72,12.54,13.68,0.22,455
014735.OF,广发睿合C,混合型,混合型-偏股,-0.44,-1.97,5.58,14.22,12.89,0.25,455
013575.OF,鹏扬品质精选A,混合型,混合型-偏股,-0.1,-1.94,8.98,13.32,12.95,0.52,455
014706.OF,华富匠心明选一年持有A,混合型,混合型-偏股,-1.33,-0.43,4.37,12.33,16.89,0.19,455
014707.OF,华富匠心明选一年持有C,混合型,混合型-偏股,-1.35,-0.48,4.28,12.33,16.92,0.19,455
013762.OF,中欧星选一年持有C,混合型,混合型-偏股,-2.74,-2.76,1.36,13.22,12.38,-0.05,440
014772.OF,中泰红利价值一年持有,混合型,混合型-偏股,-1.56,2.52,1.67,9.44,9.3,-0.04,455
014938.OF,同泰产业升级A,混合型,混合型-偏股,-7.42,-10.15,4.26,55.93,18.02,0.04,455
015456.OF,信澳领先增长C,混合型,混合型-偏股,-3.9,-10.46,2.52,24.15,21.78,0.02,455
013761.OF,中欧星选一年持有A,混合型,混合型-偏股,-2.7,-2.67,1.51,13.23,12.35,-0.04,440
014771.OF,中泰红利优选一年持有,混合型,混合型-偏股,-1.39,2.75,1.31,9.11,8.77,-0.08,455
014939.OF,同泰产业升级C,混合型,混合型-偏股,-7.44,-10.2,4.17,55.93,18.09,0.04,455
015450.OF,华泰柏瑞多策略C,灵活配置型,混合型-平衡,1.83,1.5,11.02,9.52,6.8,0.95,455
014176.OF,工银价值成长C,混合型,混合型-偏股,-0.43,-5.66,0.02,20.82,14.41,-0.1,455
015462.OF,天弘云端生活优选C,灵活配置型,混合型-平衡,-4.99,-5.02,-0.77,10.34,10.48,-0.27,454
014334.OF,工银优势领航C,混合型,混合型-偏股,-2.58,-3.27,1.74,16.64,13.46,-0.02,455
015455.OF,信澳周期动力C,混合型,混合型-偏股,4.2,3.91,16.83,17.16,13.35,0.86,455
015463.OF,天弘永定成长C,混合型,混合型-偏股,-0.71,0.42,3.1,9.88,8.84,0.11,454
013775.OF,易方达趋势优选C,混合型,混合型-偏股,3.26,-0.15,0.13,21.66,18.17,-0.09,455
014175.OF,工银价值成长A,混合型,混合型-偏股,-0.39,-5.59,0.14,20.82,14.38,-0.09,455
013774.OF,易方达趋势优选A,混合型,混合型-偏股,3.29,-0.1,0.21,21.66,18.16,-0.08,455
015461.OF,天弘互联网C,灵活配置型,混合型-平衡,-0.47,-3.14,8.95,15.24,12.3,0.46,454
015459.OF,天弘精选C,混合型,混合型-偏股,0.61,0.48,5.11,10.61,6.91,0.29,454
015475.OF,天弘文化新兴产业C,股票型,主动股票型,0.48,-2.56,11.61,13.59,10.01,0.71,454
014333.OF,工银优势领航A,混合型,混合型-偏股,-2.56,-3.21,1.87,16.65,13.41,-0.01,455
015460.OF,天弘优质成长企业精选C,灵活配置型,混合型-平衡,-0.94,-0.15,6.59,9.35,7.93,0.49,454
015458.OF,天弘周期策略C,混合型,混合型-偏股,4.0,3.63,16.74,14.21,12.12,1.04,454
015270.OF,南方养老目标日期2050五年持有A,混合型,混合型-偏股,-1.35,-1.1,1.18,5.16,4.64,-0.16,440
014478.OF,中加低碳经济六个月持有A,混合型,混合型-偏股,9.33,12.68,14.18,29.83,21.04,0.41,455
014576.OF,农银汇理瑞丰6个月持有,混合型,混合型-偏股,-1.29,-2.01,0.05,4.34,4.59,-0.45,455
015406.OF,国寿安保稳信E,混合型,混合型-偏股,-0.18,0.96,4.31,6.21,4.65,0.37,455
014479.OF,中加低碳经济六个月持有C,混合型,混合型-偏股,9.27,12.58,14.01,29.82,21.09,0.4,455
015144.OF,中欧智能制造C,混合型,混合型-偏股,-3.0,-9.58,1.65,22.39,20.79,-0.02,455
015232.OF,富国智选稳进3个月持有C,混合型,混合型-偏股,0.08,0.25,0.75,0.68,0.46,-1.85,444
015231.OF,富国智选稳进3个月持有A,混合型,混合型-偏股,0.09,0.29,0.83,0.69,0.45,-1.7,444
015383.OF,长城久富C,混合型,混合型-偏股,11.69,10.19,20.32,19.37,17.26,0.95,455
015407.OF,国寿安保稳弘E,混合型,混合型-偏股,0.45,-0.04,1.98,5.05,4.29,-0.0,455
015143.OF,中欧智能制造A,混合型,混合型-偏股,-2.97,-9.53,1.76,22.39,20.77,-0.01,455
015436.OF,建信优化配置C,混合型,混合型-偏股,-0.61,-2.04,-3.61,14.72,11.05,-0.38,455
015211.OF,招商安鼎平衡1年持有A,混合型,混合型-偏股,3.95,3.47,17.86,10.94,8.29,1.45,455
015212.OF,招商安鼎平衡1年持有C,混合型,混合型-偏股,3.91,3.39,17.7,10.92,8.32,1.44,455
015000.OF,华泰保兴吉年盈C,混合型,混合型-偏股,-2.38,-0.04,5.42,11.32,10.54,0.3,455
015385.OF,华商智能生活C,灵活配置型,混合型-平衡,1.01,4.69,4.33,28.31,21.11,0.08,454
014806.OF,国金量化精选C,混合型,混合型-偏股,-0.2,-1.65,9.38,13.93,8.62,0.53,455
014805.OF,国金量化精选A,混合型,混合型-偏股,-0.17,-1.59,9.48,13.93,8.6,0.54,455
014999.OF,华泰保兴吉年盈A,混合型,混合型-偏股,-2.34,0.01,5.54,11.31,10.51,0.31,455
014708.OF,天弘臻选健康A,混合型,混合型-偏股,-7.32,-8.57,-1.16,18.88,15.99,-0.17,454
013856.OF,嘉实品质发现C,混合型,混合型-偏股,1.12,1.85,14.24,16.22,12.17,0.75,455
015384.OF,万家瑞隆C,混合型,混合型-偏股,3.9,4.74,18.69,16.31,17.91,1.02,455
013855.OF,嘉实品质发现A,混合型,混合型-偏股,1.16,1.92,14.37,16.23,12.15,0.76,455
014654.OF,建信卓越成长一年持有C,混合型,混合型-偏股,6.4,8.33,14.71,20.16,16.6,0.63,455
015390.OF,万家瑞兴C,灵活配置型,混合型-平衡,1.71,-2.3,12.33,22.36,19.14,0.46,455
014653.OF,建信卓越成长一年持有A,混合型,混合型-偏股,6.42,8.37,14.8,20.16,16.58,0.63,455
014709.OF,天弘臻选健康C,混合型,混合型-偏股,-7.33,-8.6,-1.23,18.88,16.12,-0.17,454
015396.OF,南方潜力新蓝筹C,混合型,混合型-偏股,1.31,-3.82,4.01,20.87,15.85,0.1,455
015386.OF,中银主题策略C,混合型,混合型-偏股,-0.73,-1.79,6.12,16.08,15.7,0.26,455
015365.OF,中银动态策略C,混合型,混合型-偏股,-2.37,-5.11,0.21,12.37,11.73,-0.14,455
015395.OF,招商体育文化休闲C,股票型,主动股票型,-14.99,-12.37,8.85,22.36,19.54,0.31,455
015394.OF,交银科技创新C,灵活配置型,混合型-平衡,-6.0,-12.31,3.31,20.74,22.24,0.06,455
012959.OF,平安盈悦稳进回报1年持有A,混合型,混合型-偏股,-0.28,0.16,0.88,1.95,1.33,-0.57,444
012999.OF,招商稳旺C,混合型,混合型-偏股,0.96,1.11,6.54,5.44,4.64,0.83,455
014845.OF,中银新趋势C,灵活配置型,混合型-平衡,2.12,0.68,5.92,22.64,23.44,0.17,455
013696.OF,广发安裕稳健养老目标一年持有A,混合型,混合型-偏股,-0.14,0.03,1.92,3.26,2.36,-0.02,444
013983.OF,中金稳健增长A,混合型,混合型-偏股,-1.23,-2.22,4.36,13.58,11.63,0.17,455
014913.OF,博时研究回报A,混合型,混合型-偏股,-1.73,2.21,4.32,13.37,15.02,0.17,455
014904.OF,易方达悦稳一年持有A,混合型,混合型-偏股,-0.43,0.43,2.14,2.52,1.36,0.06,455
013984.OF,中金稳健增长C,混合型,混合型-偏股,-1.25,-2.27,4.27,13.58,11.65,0.17,455
013158.OF,华夏安康稳健养老目标一年持有A,混合型,混合型-偏股,-0.66,-0.48,0.17,2.74,2.19,-0.67,440
014905.OF,易方达悦稳一年持有C,混合型,混合型-偏股,-0.45,0.4,2.07,2.52,1.37,0.03,455
015398.OF,招商安润C,灵活配置型,混合型-平衡,-0.5,-0.97,5.25,20.8,22.54,0.16,455
015089.OF,中银景福回报C,混合型,混合型-偏股,-0.37,-0.36,1.05,3.09,2.14,-0.31,455
012998.OF,招商稳旺A,混合型,混合型-偏股,0.99,1.15,6.62,5.45,4.62,0.85,455
015221.OF,汇添富积极回报一年持有A,混合型,混合型-偏股,-1.47,-3.13,4.54,15.46,11.64,0.16,440
014914.OF,博时研究回报C,混合型,混合型-偏股,-1.77,2.13,4.18,13.36,15.05,0.16,455
015222.OF,汇添富积极回报一年持有C,混合型,混合型-偏股,-1.49,-3.18,4.47,15.45,11.67,0.16,440
012960.OF,平安盈悦稳进回报1年持有C,混合型,混合型-偏股,-0.3,0.12,0.82,1.95,1.33,-0.61,444
012991.OF,大成民享安盈一年持有期A,混合型,混合型-偏股,0.46,0.63,3.95,3.25,2.38,0.6,455
014489.OF,国投瑞银产业升级两年持有C,混合型,混合型-偏股,-1.73,-7.65,-1.62,24.76,19.71,-0.15,455
013496.OF,信澳产业优选一年持有C,混合型,混合型-偏股,20.1,18.91,26.3,14.64,8.43,1.66,455
013495.OF,信澳产业优选一年持有A,混合型,混合型-偏股,20.16,19.02,26.5,14.63,8.39,1.68,455
014488.OF,国投瑞银产业升级两年持有A,混合型,混合型-偏股,-1.7,-7.59,-1.5,24.77,19.66,-0.14,455
015356.OF,西部利得新润C,灵活配置型,混合型-平衡,-1.05,-1.05,4.52,7.77,4.11,0.32,455
012992.OF,大成民享安盈一年持有期C,混合型,混合型-偏股,0.43,0.58,3.85,3.25,2.39,0.57,455
015322.OF,广发鑫享C,灵活配置型,混合型-平衡,1.21,1.05,5.08,12.58,11.62,0.24,455
015361.OF,西部利得新盈C,灵活配置型,混合型-平衡,-2.42,-3.57,0.92,25.66,16.79,-0.04,455
014031.OF,南方发展机遇一年持有A,混合型,混合型-偏股,-1.22,1.71,9.44,15.05,12.73,0.49,455
015346.OF,摩根健康品质生活C,混合型,混合型-偏股,-3.87,-4.32,-3.76,12.19,9.9,-0.47,455
014032.OF,南方发展机遇一年持有C,混合型,混合型-偏股,-1.26,1.64,9.31,15.05,12.74,0.49,455
014619.OF,财通资管稳兴增益六个月持有A,混合型,混合型-偏股,-0.29,-0.17,1.6,3.35,2.87,-0.12,455
015110.OF,惠升领先优选A,混合型,混合型-偏股,-0.6,-3.3,4.04,13.36,10.97,0.15,454
015032.OF,国联医药消费A,混合型,混合型-偏股,-7.2,-8.55,-8.09,19.04,27.34,-0.53,455
014620.OF,财通资管稳兴增益六个月持有C,混合型,混合型-偏股,-0.31,-0.21,1.52,3.35,2.91,-0.14,455
014923.OF,华夏ESG可持续投资一年持有C,混合型,混合型-偏股,-3.96,-9.11,-7.22,19.75,18.24,-0.47,455
015111.OF,惠升领先优选C,混合型,混合型-偏股,-0.63,-3.35,3.96,13.36,10.99,0.15,454
015033.OF,国联医药消费C,混合型,混合型-偏股,-7.22,-8.61,-8.2,19.04,27.51,-0.54,455
014922.OF,华夏ESG可持续投资一年持有A,混合型,混合型-偏股,-3.92,-9.05,-7.09,19.76,18.21,-0.46,455
014616.OF,尚正正鑫C,混合型,混合型-偏股,1.44,0.89,5.85,6.18,6.53,0.62,455
014327.OF,格林新兴产业A,混合型,混合型-偏股,-2.93,-3.66,4.7,16.45,12.81,0.16,455
014006.OF,中银养老目标日期2050五年持有A,混合型,混合型-偏股,-3.31,-3.83,1.04,7.58,5.52,-0.13,440
014295.OF,农银汇理金穗优选6个月持有A,混合型,混合型-偏股,-0.5,-0.24,1.57,2.46,1.55,-0.18,440
015139.OF,泰康医疗健康A,股票型,主动股票型,-5.73,-9.37,3.14,16.3,19.98,0.07,455
015099.OF,中欧鑫享鼎益一年持有C,混合型,混合型-偏股,-0.28,-0.39,2.66,3.15,2.59,0.21,455
014558.OF,华商品质慧选A,混合型,混合型-偏股,-1.22,-1.58,11.19,16.3,16.67,0.56,454
014328.OF,格林新兴产业C,混合型,混合型-偏股,-2.97,-3.72,4.59,16.45,12.83,0.16,455
014615.OF,尚正正鑫A,混合型,混合型-偏股,1.47,0.94,5.93,6.19,6.53,0.64,455
014818.OF,国金新兴价值A,混合型,混合型-偏股,3.73,2.35,9.67,24.84,20.41,0.31,455
015098.OF,中欧鑫享鼎益一年持有A,混合型,混合型-偏股,-0.26,-0.35,2.74,3.15,2.51,0.23,455
014296.OF,农银汇理金穗优选6个月持有C,混合型,混合型-偏股,-0.53,-0.26,1.52,2.46,1.56,-0.19,440
013095.OF,安信远见成长A,混合型,混合型-偏股,0.65,0.23,12.2,13.65,15.69,0.75,455
015005.OF,中邮能源革新C,混合型,混合型-偏股,-3.54,-10.27,8.14,23.97,20.91,0.26,455
013096.OF,安信远见成长C,混合型,混合型-偏股,0.63,0.18,12.1,13.65,15.72,0.74,455
015004.OF,中邮能源革新A,混合型,混合型-偏股,-3.5,-10.21,8.27,23.97,20.87,0.26,455
014819.OF,国金新兴价值C,混合型,混合型-偏股,3.71,2.29,9.54,24.84,20.42,0.3,455
015140.OF,泰康医疗健康C,股票型,主动股票型,-5.77,-9.41,3.04,16.31,20.3,0.06,455
014773.OF,华安品质领先A,混合型,混合型-偏股,0.37,0.59,5.42,19.69,19.41,0.17,455
013693.OF,博道盛兴一年持有,混合型,混合型-偏股,-1.35,0.56,14.64,16.72,15.77,0.76,454
014559.OF,华商品质慧选C,混合型,混合型-偏股,-1.25,-1.62,11.1,16.3,16.69,0.56,454
014774.OF,华安品质领先C,混合型,混合型-偏股,0.33,0.53,5.29,19.7,19.43,0.17,455
015188.OF,汇添富消费升级D,混合型,混合型-偏股,-7.52,-8.01,-7.33,14.31,15.12,-0.65,455
015194.OF,汇添富新兴消费C,股票型,主动股票型,-5.62,-4.83,-6.0,12.52,14.81,-0.64,455
015190.OF,汇添富行业整合主题C,混合型,混合型-偏股,2.03,4.08,11.92,12.0,11.94,0.83,455
015196.OF,汇添富智能制造C,股票型,主动股票型,4.81,5.61,11.82,17.78,17.05,0.55,455
015195.OF,汇添富新兴消费D,股票型,主动股票型,-5.59,-4.88,-5.97,12.44,14.63,-0.64,455
015181.OF,汇添富逆向投资C,混合型,混合型-偏股,4.57,6.48,14.73,15.3,12.5,0.83,455
015199.OF,汇添富移动互联D,股票型,主动股票型,2.49,-1.99,-1.46,26.15,18.95,-0.13,455
015180.OF,汇添富美丽30D,混合型,混合型-偏股,1.5,0.05,10.29,16.5,11.69,0.5,455
015191.OF,汇添富行业整合主题D,混合型,混合型-偏股,2.06,4.12,11.98,12.0,11.94,0.83,455
015197.OF,汇添富智能制造D,股票型,主动股票型,4.82,5.63,11.86,17.78,17.04,0.55,455
015187.OF,汇添富消费升级C,混合型,混合型-偏股,-7.53,-8.02,-7.36,14.32,15.13,-0.65,455
015198.OF,汇添富移动互联C,股票型,主动股票型,2.47,-2.04,-1.51,26.13,18.98,-0.13,455
015202.OF,汇添富全球移动互联C,灵活配置型,混合型-平衡,-1.88,-4.05,-4.55,17.36,16.11,-0.38,444
015184.OF,汇添富文体娱乐主题D,混合型,混合型-偏股,-7.62,-8.39,-6.62,12.84,16.62,-0.67,455
015309.OF,国投瑞银境煊E,灵活配置型,混合型-平衡,1.91,5.59,15.23,12.84,12.06,1.03,455
015179.OF,汇添富美丽30C,混合型,混合型-偏股,1.48,0.03,10.26,16.52,11.71,0.5,455
015203.OF,汇添富全球移动互联D,灵活配置型,混合型-平衡,-1.87,-4.03,-4.51,17.36,16.09,-0.38,444
015192.OF,汇添富社会责任C,混合型,混合型-偏股,2.06,0.71,7.85,17.32,12.29,0.34,455
015193.OF,汇添富社会责任D,混合型,混合型-偏股,2.1,0.71,7.85,17.3,12.27,0.34,455
015183.OF,汇添富文体娱乐主题C,混合型,混合型-偏股,-7.62,-8.41,-6.65,12.84,16.7,-0.67,455
015182.OF,汇添富逆向投资D,混合型,混合型-偏股,4.59,6.48,14.79,15.29,12.5,0.84,455
014766.OF,中欧碳中和C,混合型,混合型-偏股,-1.26,-4.5,-1.83,23.49,20.49,-0.16,455
013110.OF,华夏优势价值一年持有C,混合型,混合型-偏股,-4.95,-4.55,-2.0,10.91,12.03,-0.37,455
014606.OF,招商高端装备A,混合型,混合型-偏股,0.54,-4.59,6.21,26.99,24.46,0.16,455
014607.OF,招商高端装备C,混合型,混合型-偏股,0.49,-4.67,6.04,26.99,24.51,0.15,455
014765.OF,中欧碳中和A,混合型,混合型-偏股,-1.2,-4.41,-1.67,23.49,20.45,-0.16,455
013109.OF,华夏优势价值一年持有A,混合型,混合型-偏股,-4.9,-4.47,-1.86,10.91,11.99,-0.35,455
015254.OF,申万菱信消费增长C,混合型,混合型-偏股,-10.05,-10.38,-7.47,17.42,23.3,-0.54,455
015171.OF,申万菱信医药先锋C,股票型,主动股票型,-6.21,-8.65,-6.95,23.99,38.53,-0.37,455
013824.OF,汇丰晋信慧悦,混合型,混合型-偏股,-2.09,-2.45,-1.09,4.93,3.95,-0.63,455
014752.OF,长信稳健增长一年持有A,混合型,混合型-偏股,-1.12,-2.22,0.01,2.76,2.73,-0.72,455
013909.OF,银华尊禧稳健养老一年持有A,混合型,混合型-偏股,-0.62,-0.18,1.16,2.54,2.17,-0.33,440
015208.OF,信澳健康中国C,灵活配置型,混合型-平衡,-6.0,-11.29,-1.46,16.67,16.64,-0.21,455
015271.OF,财通多策略升级C,灵活配置型,混合型-平衡,2.99,-3.2,5.51,21.37,18.16,0.16,455
014753.OF,长信稳健增长一年持有C,混合型,混合型-偏股,-1.14,-2.26,-0.07,2.76,2.78,-0.75,455
014813.OF,浙商大数据智选消费C,灵活配置型,混合型-平衡,-5.16,-8.16,-4.45,16.56,19.6,-0.39,455
013625.OF,嘉实价值创造三年持有C,混合型,混合型-偏股,-3.41,-0.13,9.84,14.02,11.42,0.56,455
015102.OF,东方红ESG可持续投资A,混合型,混合型-偏股,-2.19,-1.76,9.0,18.08,18.86,0.39,455
013847.OF,华泰柏瑞匠心汇选A,混合型,混合型-偏股,-1.62,-4.78,3.99,11.82,11.86,0.17,455
015103.OF,东方红ESG可持续投资C,混合型,混合型-偏股,-2.21,-1.81,8.89,18.07,18.88,0.38,455
014509.OF,汇添富先进制造C,混合型,混合型-偏股,1.34,2.79,8.41,17.13,17.07,0.37,455
013994.OF,中欧光熠一年持有C,混合型,混合型-偏股,-2.47,-2.79,-0.82,13.06,14.38,-0.22,455
015011.OF,嘉合锦鑫C,混合型,混合型-偏股,-1.96,-10.76,8.68,22.89,20.38,0.29,455
015012.OF,浦银安盛安弘回报一年持有A,混合型,混合型-偏股,-0.58,-1.05,0.46,3.49,3.23,-0.44,455
013269.OF,交银瑞和三年持有,混合型,混合型-偏股,-5.34,-4.09,-2.85,16.25,14.89,-0.3,455
013993.OF,中欧光熠一年持有A,混合型,混合型-偏股,-2.42,-2.71,-0.67,13.06,14.35,-0.2,455
